CRN,Course,Professor,A  (90-100),B  (80-89),C  (70-79),D  (60-69),F <60,WF,A- WF,DWF,W,CRS AVG,Other,Total,Instruction Method
80065,BIOL 3910,"Maxwell, Robert",6,9,5,0,0,0,20,16.7,4,3.05,0,24,T
80066,BIOL 4696,"Zellars, Malcolm",4,0,0,0,0,0,4,16.7,1,4.00,1,6,T
80067,BIOL 4744,"Qin, Gengsheng",13,3,5,0,0,0,21,4.6,1,3.48,0,22,T
80070,BIOL 6102,"Roseberry, Aaron",8,5,5,1,1,0,20,13.6,1,2.90,1,22,T
80071,BIOL 6696,"Zellars, Malcolm",14,0,0,0,0,0,14,6.7,1,4.00,0,15,T
80072,BIOL 6744,"Qin, Gengsheng",5,3,0,0,0,0,8,10.0,1,3.75,1,10,T
80074,BIOL 7802,"Brewer, Matthew",0,0,0,0,0,0,0,0.0,0,,9,9,T
80079,BIOL 8550,"Pierce, George",0,0,0,0,0,0,0,0.0,0,,21,21,T
80084,3DS 3150,"Kuratnick, Jeffrey",11,5,2,0,0,0,18,0.0,0,3.50,1,19,T
80086,CHEM 1151 K,"Alghoul, Zahra",3,10,6,2,1,0,22,17.4,1,2.55,0,23,T
80087,CHEM 1151 K,"Alghoul, Zahra",1,2,7,2,2,0,14,31.3,1,1.86,1,16,T
80089,CHEM 1151 K,"Alghoul, Zahra",7,15,2,0,0,0,24,0.0,0,3.17,0,24,T
80090,CHEM 1151 K,"Stroeva, Elina",8,8,5,1,1,0,23,8.7,0,2.87,0,23,T
80091,CHEM 1151 K,"Stroeva, Elina",10,5,6,0,2,0,23,12.5,1,2.87,0,24,T
80092,CHEM 1151 K,"Stroeva, Elina",0,1,5,1,4,0,11,57.1,3,1.27,0,14,T
80093,CHEM 1151 K,"Stroeva, Elina",2,1,5,0,0,0,8,33.3,4,2.63,0,12,T
80095,CHEM 1211 K,"Thota, Jyotsna",1,3,1,1,7,0,13,66.7,2,1.23,0,15,T
80097,CHEM 1211 K,"Ahuja, Tarushee",6,3,10,0,1,0,20,13.6,2,2.60,0,22,T
80098,CHEM 1211 K,"Stroeva, Elina",2,7,9,1,2,0,21,18.2,1,2.24,0,22,T
80100,CHEM 1211 K,"Stroeva, Elina",2,12,11,2,3,0,30,24.2,3,2.30,0,33,T
80101,CHEM 1212 K,"Jiang, Jie",11,13,20,0,1,0,45,4.4,1,2.71,0,46,T
80102,CHEM 1212 K,"Jiang, Jie",7,16,19,1,1,0,44,6.7,1,2.66,0,45,T
80104,CHEM 2400,"Mutanyatta-Comar, Joan",25,32,82,3,38,0,180,33.0,29,1.97,3,212,T
80105,CHEM 3110,"Connors, David",12,17,9,2,1,0,41,6.8,0,2.88,3,44,T
80106,CHEM 4110,"Laroui, Hamed",35,9,1,0,0,0,45,10.0,5,3.76,0,50,T
80109,CHEM 4600,"Navarro-Eisenstein, Angela",30,18,21,0,11,0,80,19.8,6,2.76,0,86,T
80115,CHEM 6110,"Gozem, Samer",11,4,0,0,0,0,15,0.0,0,3.73,1,16,T
80116,CHEM 6850,"Patonay, Gabor",20,0,0,0,0,0,20,4.6,1,4.00,1,22,T
80139,CRJU 3020,"Ouellet, Marie",7,8,10,0,5,0,30,23.5,3,2.40,1,34,T
80142,CSC 3320,"Nguyen, Anh",12,9,3,1,0,0,25,4.0,0,3.32,0,25,T
80143,CSC 4210,"Belkasim, Saeid",18,12,11,2,5,0,48,18.0,2,2.85,0,50,T
80144,CSC 4310,"Frederick, Chad",24,7,2,2,0,0,35,8.1,1,3.60,1,37,T
80145,CSC 4520,"Xiong, Zuobin",18,21,11,0,0,0,50,2.0,1,3.16,0,51,T
80164,DPP 4940,"Kolpy, Stephanie",10,1,0,0,0,0,11,0.0,0,4.00,0,11,T
80165,DPP 4950,"Kolpy, Stephanie",12,0,0,0,0,0,12,0.0,0,4.00,0,12,T
80167,ENGL 1101,"Turner, Calabria",7,7,5,4,0,0,23,20.8,1,2.61,0,24,T
80168,ENGL 1101,"Stoneberg, Michael",13,4,0,1,4,0,22,20.8,0,2.91,2,24,T
80169,ENGL 1101,"Walker, Ronald",2,2,8,0,2,0,14,33.3,4,2.07,0,18,T
80170,ENGL 1101,"Stuhr, Tanya",16,5,2,0,1,0,24,8.0,1,3.46,0,25,T
80171,ENGL 1101,"Barattin, Anna",13,4,0,0,4,0,21,22.7,1,3.00,0,22,T
80172,ENGL 1101,"Derrick, Keith",13,6,4,0,1,0,24,4.0,0,3.21,1,25,T
80173,ENGL 1101,"Barattin, Anna",17,5,1,0,2,0,25,8.0,0,3.36,0,25,T
80174,ENGL 1101,"Weik, Simona",10,13,1,0,0,0,24,4.0,1,3.33,0,25,T
80175,ENGL 1101,"Turner, Nicole",17,1,1,1,5,0,25,24.0,0,2.88,0,25,T
80176,ENGL 1101,"Mason, Mary",11,9,1,1,1,0,23,12.5,1,3.22,0,24,T
80177,ENGL 1101,"Stockslager, Robyn",15,6,2,0,0,0,23,8.0,2,3.61,0,25,T
80178,ENGL 1101,"Shinholser, John",9,5,4,4,2,0,24,28.0,1,2.58,0,25,T
80179,ENGL 1101,"Creson, Caitlin",15,5,0,2,2,0,24,20.0,1,3.13,0,25,T
80180,ENGL 1101,"Rogers, Amanda",13,6,0,1,3,0,23,24.0,2,3.09,0,25,T
80181,ENGL 1101,"Kang, Sanghee",21,1,0,0,0,0,22,0.0,0,3.95,0,22,T
80182,ENGL 1101,"Brooks, Jody",12,5,0,0,2,0,19,12.0,1,3.42,5,25,H
80183,ENGL 1101,"St. John, David",12,7,5,1,0,0,25,4.0,0,3.20,0,25,T
80184,ENGL 1102,"Caldwell, Tanya",14,8,0,0,1,0,23,12.0,2,3.43,0,25,T
80185,ENGL 1102,"Byrom, Brittny",13,6,0,0,3,0,22,16.7,1,3.23,1,24,T
80186,ENGL 1102,"Arnold, Shari",24,0,0,0,1,0,25,4.0,0,3.84,0,25,T
80187,ENGL 1102,"Pennington, Donna",11,5,4,1,3,0,24,20.0,1,2.79,0,25,T
80188,ENGL 1102,"Mbodj, Ndeye Bineta",8,2,4,0,2,0,16,30.0,4,2.81,0,20,T
80189,ENGL 1102,"Pelzom, Yeshey",18,3,0,0,3,0,24,16.0,1,3.38,0,25,T
80190,ENGL 1102,"Sayeed, Shabana",18,2,4,0,0,0,24,0.0,0,3.58,1,25,T
80191,ENGL 1102,"Matteson, Zachary",17,2,2,1,1,0,23,19.2,3,3.39,0,26,T
80192,ENGL 1102,"Dey Roy, Namrata",10,13,0,1,0,0,24,8.0,1,3.29,0,25,T
80193,ENGL 1102,"Belcher, James",5,5,6,1,0,0,17,14.3,2,2.94,2,21,T
80194,ENGL 1102,"Sayeed, Shabana",18,1,1,1,1,0,22,16.0,2,3.59,1,25,T
80195,ENGL 1102,"Elrod, Anna",12,2,1,2,6,0,23,36.0,1,2.52,1,25,T
80196,ENGL 1102,"Elrod, Anna",8,9,3,1,2,0,23,16.7,1,2.91,0,24,T
80197,ENGL 1102,"Schock, Carlye",6,6,6,0,2,0,20,20.8,3,2.70,1,24,T
80198,ENGL 1102,"Dey Roy, Namrata",18,5,0,0,1,0,24,8.0,1,3.54,0,25,T
80199,ENGL 1102,"Latimer, Shana",10,8,3,1,0,0,22,12.5,2,3.18,0,24,T
80200,ENGL 1102,"Banerjee, Abhik",14,4,0,0,5,0,23,25.0,1,2.91,0,24,T
80201,ENGL 1102,"Carter, Jennifer",16,4,4,0,1,0,25,7.7,1,3.44,0,26,T
80202,ENGL 1103,"Burns, Robert",16,4,0,0,0,0,20,0.0,0,3.75,0,20,T
80203,ENGL 2110,"Lightsey, Robert",10,4,1,0,0,0,15,5.9,1,3.53,1,17,T
80204,ENGL 2110,"St. John, David",10,5,2,0,0,0,17,5.6,1,3.41,0,18,T
80205,ENGL 2110,"Harrell, Randall",7,7,1,0,2,0,17,16.7,1,3.00,0,18,T
80206,ENGL 2110,"Privett, Joshua",5,1,1,0,1,0,8,22.2,1,3.00,0,9,T
80207,ENGL 2120,"Schmidt, Paul",16,13,0,0,0,0,29,3.3,1,3.59,0,30,T
80208,ENGL 2120,"Voss, Paul",3,17,4,0,2,0,26,17.2,3,2.81,0,29,T
80209,ENGL 2130,"Roudane, Matthew",10,16,3,0,0,0,29,3.3,1,3.28,0,30,T
80210,ENGL 2130,"Noble, Mark",14,11,1,1,0,0,27,13.3,3,3.37,0,30,T
80211,ENGL 2130,"Roudane, Matthew",6,12,3,0,0,0,21,16.0,4,3.14,0,25,T
80212,ENGL 3150 B,"Jordan, James",12,4,1,0,1,0,18,15.0,2,3.44,0,20,T
80213,ENGL 3160,"Brooks, Jody",9,1,1,0,2,0,13,13.3,0,3.31,2,15,H
80221,FREN 1002,"Doku, Juliet",10,6,5,0,1,0,22,8.7,1,3.05,0,23,T
80222,FREN 2001,"Guerreiro-Aires, Mathias",8,8,2,1,0,1,20,13.6,1,3.10,1,22,T
80224,FREN 8895,"Lecalvez, Eric",0,0,0,0,0,0,0,0.0,0,,11,11,T
80235,GEOL 1121 K,"Chapura, Mitchell",9,16,2,0,0,0,27,3.6,1,3.33,0,28,T
80236,GEOL 1121 K,"Chapura, Mitchell",9,15,3,0,1,0,28,3.6,0,3.14,0,28,T
80237,GEOL 1121 K,"Chapura, Mitchell",12,8,6,0,1,0,27,3.7,0,3.07,0,27,T
80238,GEOL 1121 K,"Hidalgo-Odio, Paulo",14,6,2,1,0,0,23,8.3,1,3.48,0,24,T
80239,GEOL 1121 K,"Hidalgo-Odio, Paulo",11,10,2,0,0,0,23,4.2,1,3.39,0,24,T
80240,GEOL 1122 K,"Elliott, W.",6,18,3,0,0,0,27,3.6,1,3.07,0,28,T
80241,GEOL 1122 K,"Elliott, W.",6,12,9,0,0,0,27,0.0,0,2.89,1,28,T
80242,GEOL 1122 K,"Keefer, Elizabeth",18,7,2,0,0,0,27,6.9,2,3.52,0,29,T
80243,GEOL 1122 K,"Keefer, Elizabeth",19,7,0,0,1,0,27,7.1,1,3.44,0,28,T
80244,GEOL 2001,"Deocampo, Daniel",33,13,6,5,0,0,57,13.3,3,3.32,0,60,T
80253,GRD 3000.00,"Gary, Meta",10,6,1,0,1,0,18,19.1,3,3.28,0,21,T
80254,GRD 3000.00,"Palizgir, Maryam",9,9,1,0,0,0,19,4.8,1,3.47,1,21,T
80255,GRMN 1001,"Koenig, Friederike",8,12,2,0,2,0,24,15.4,2,3.00,0,26,T
80257,GSU 1010,"Petroni, Keith",10,7,2,1,3,0,23,17.4,0,2.87,0,23,T
80258,GSU 1010,"Mann, Devon",15,3,1,1,1,0,21,13.6,1,3.52,0,22,T
80259,GSU 1010,"Bartholomew, Brittney",12,5,2,2,2,0,23,17.4,0,3.09,0,23,T
80260,HIST 1111,"Fromherz, Allen",10,2,0,0,0,0,12,0.0,0,3.83,0,12,T
80261,HIST 1111,"Fromherz, Allen",13,9,0,0,0,0,22,0.0,0,3.50,0,22,T
80262,HIST 1111,"Ernst, Rachel",28,10,3,1,2,0,44,8.7,1,3.34,1,46,T
80263,HIST 1111,"Flaschka, Monika",19,3,2,0,0,0,24,4.0,1,3.71,0,25,T
80264,HIST 1111,"Ernst, Rachel",12,5,1,1,1,0,20,10.0,0,3.35,0,20,T
80265,HIST 1112,"Greeson, Helen",9,10,6,1,0,0,26,10.7,2,3.00,0,28,T
80266,HIST 1112,"Martin, Eliza",17,14,8,2,2,0,43,11.1,1,2.98,1,45,T
80267,HIST 1112,"Nichols, Patrick",22,3,3,4,4,0,36,26.3,2,2.94,0,38,T
80268,HIST 2110,"Fagnan, Louis",4,17,2,0,1,0,24,11.5,2,2.96,0,26,T
80269,HIST 2110,"Key, Boleyn",36,4,2,0,2,0,44,10.6,3,3.70,0,47,T
80270,HIST 2110,"Grubbs, Larry",4,14,1,2,0,0,21,9.5,0,2.95,0,21,T
80271,HIST 2110,"McCreery, David",4,12,5,0,2,0,23,8.3,0,2.61,1,24,T
80272,HIST 2110,"Venet, Wendy",9,20,11,2,1,0,43,8.7,1,2.74,2,46,T
80273,HIST 2110,"Marshall, Amani",2,14,11,1,6,0,34,21.6,1,2.15,2,37,T
80274,HIST 4990,"Selwood, Jacob",2,4,0,0,1,0,7,14.3,0,3.00,0,7,T
80279,HIST 9999,"Cummings, Alexander",0,0,0,0,0,0,0,0.0,0,,23,23,T
80280,ID 3000,"Trugman, Catherine",14,3,1,0,1,0,19,14.3,2,3.47,0,21,T
80282,JOUR 1000,"Walter, Dror",18,22,14,1,3,0,58,9.8,2,2.90,1,61,T
80283,JOUR 1010,"Gautreaux, Ryan",3,2,2,2,0,0,9,18.2,0,2.67,2,11,T
80284,JOUR 2500,"Tannebaum, Michael",4,11,22,4,0,0,41,15.6,3,2.37,1,45,T
80285,JOUR 2500,"Russell, Benjamin",25,14,6,1,3,0,49,8.2,0,3.18,0,49,T
80287,JOUR 4540,"Stafford, Richard",20,0,0,0,0,0,20,4.8,1,4.25,0,21,T
80290,JOUR 4980,"Barthlow, Douglas",10,3,2,3,0,0,18,16.7,0,3.11,0,18,T
80305,LAW 7350,"Timmons, Kelly",0,0,0,0,0,0,0,0.0,0,,63,63,T
80306,LAW 7405,"Boyd, Megan",0,0,0,0,0,0,0,0.0,0,,26,26,T
80307,LAW 7487,",",0,0,0,0,0,0,0,0.0,0,,10,10,T
80309,MATH 1101,"Alexander, Margo",6,9,5,0,3,0,23,16.7,1,2.61,0,24,T
80310,MATH 1101,"Yao, Senmei",20,11,6,1,6,0,44,17.0,1,2.91,2,47,T
80311,MATH 1101,"Zeineddine, Abeer",4,5,10,2,0,0,21,13.0,1,2.57,1,23,T
80312,MATH 1101,"Zhong, Changyong",12,6,9,2,4,0,33,20.6,1,2.58,0,34,T
80313,MATH 1111,"Miller, Valerie",2,15,7,7,8,0,39,57.6,19,1.95,1,59,E
80314,MATH 1113,"Sarkar, Sutandra",10,5,5,3,2,0,25,23.1,1,2.76,0,26,T
80315,MATH 2211,"Yao, Senmei",14,9,3,1,2,0,29,21.2,4,3.24,0,33,T
80316,MATH 2211,"Yao, Senmei",15,11,3,2,0,0,31,12.1,2,3.35,0,33,T
80317,MATH 2211,"Yao, Senmei",11,11,7,0,1,0,30,12.1,3,3.10,0,33,T
80318,MATH 2215,"Bondarenko, Vladimir",15,14,6,3,2,0,40,21.3,5,2.95,2,47,T
80319,MATH 2420,"Hall, Frank",12,11,9,4,1,0,37,24.4,6,2.89,2,45,T
80320,MATH 3000,"Van Der Holst, Hendricus",1,7,1,4,1,0,14,40.0,1,2.21,0,15,T
80321,MATH 4435,"Yao, Yongwei",8,11,8,2,3,1,33,22.9,2,2.58,0,35,T
80322,MATH 4441,"Yao, Yongwei",11,8,5,1,1,0,26,7.7,0,3.08,0,26,T
80323,MATH 4544,"Qin, Gengsheng",2,2,1,0,1,0,6,16.7,0,2.67,0,6,T
80324,MATH 4547,"Zhao, Yichuan",8,11,1,0,0,0,20,0.0,0,3.30,0,20,T
80325,MATH 4610,"Ye, Xiaojing",1,1,4,3,2,0,11,66.7,7,1.64,0,18,T
80327,MATH 6435,"Yao, Yongwei",8,5,1,0,0,0,14,6.7,1,3.57,0,15,T
80329,MATH 6544,"Qin, Gengsheng",4,1,0,0,0,0,5,16.7,1,4.00,0,6,T
80330,MATH 6547,"Zhao, Yichuan",3,3,0,0,0,0,6,0.0,0,3.67,0,6,T
80334,MTM 3010,"Edwards, Booker",34,52,24,4,4,0,118,8.3,2,2.89,0,120,T
80337,MTM 3080,"Thrash, Alhadji",7,0,0,0,0,0,7,0.0,0,4.00,0,7,T
80338,MTM 4910,"Thrash, Alhadji",12,0,0,0,0,0,12,0.0,0,4.00,0,12,T
80340,MUA 1700,"Gallo, Sergio",10,1,1,0,0,0,12,0.0,0,4.00,0,12,T
80341,MUA 1700,"Gallo, Sergio",6,0,0,0,2,0,8,33.3,1,3.13,0,9,T
80344,MUS 1070,"Palmer, Michael",21,0,0,0,0,0,21,8.7,2,4.05,0,23,T
80345,MUS 1440,"LeMay, Marc",8,9,3,2,6,0,28,33.3,2,2.43,0,30,T
80346,MUS 1540,"Stefansson, Hannalisa",10,6,4,0,0,0,20,9.1,2,3.35,0,22,T
80347,MUS 1710,"Gallo, Sergio",3,5,0,0,1,0,9,27.3,2,3.00,0,11,T
80348,MUS 1710,"Gallo, Sergio",5,3,0,0,0,0,8,33.3,4,3.63,0,12,T
80349,MUS 1710,"Gallo, Sergio",3,3,2,1,1,0,10,33.3,2,2.70,0,12,T
80350,MUS 1710,"Gallo, Sergio",3,1,3,0,1,0,8,33.3,3,2.75,1,12,T
80351,MUS 1710,"Gallo, Sergio",5,3,1,2,1,0,12,25.0,0,2.83,0,12,T
80352,MUS 1720,"Gallo, Sergio",3,5,1,0,0,0,9,0.0,0,3.22,1,10,T
80353,MUS 2440,"McFarland, Mark",4,13,5,2,0,0,24,12.0,1,2.75,0,25,T
80354,MUS 2490,"Reid, Thomas",3,0,3,1,1,0,8,25.0,0,2.38,0,8,T
80355,MUS 2540,"LeMay, Marc",6,4,7,3,1,0,21,19.1,0,2.52,0,21,T
80356,MUS 2710,"Gallo, Sergio",8,2,0,0,0,0,10,0.0,0,3.80,0,10,T
80357,MUS 2710,"Gallo, Sergio",2,3,2,0,0,0,7,0.0,0,3.29,0,7,T
80358,MUS 2710,"Gallo, Sergio",3,2,7,0,1,0,13,7.7,0,2.62,0,13,T
80360,MUS 2780,"Sanchez, Jose",3,1,2,0,0,1,7,14.3,0,2.86,0,7,T
80362,MUS 3070,"Palmer, Michael",10,0,0,0,0,0,10,0.0,0,4.00,3,13,T
80367,MUS 3150,"Enloe, Luther",7,0,0,0,0,0,7,0.0,0,4.00,0,7,T
80369,MUS 4110,"Milam, Brent",5,10,0,0,0,0,15,0.0,0,3.33,0,15,T
80371,MUS 4730,"Pons, Victor",5,2,3,1,0,0,11,21.4,2,3.00,1,14,T
80372,MUS 4730,"Stefansson, Hannalisa",9,2,3,0,0,0,14,0.0,0,3.36,0,14,T
80373,MUS 4800,"Lott, Marie",10,6,0,0,0,0,16,0.0,0,3.63,1,17,T
80379,MUS 7070,"Palmer, Michael",12,0,0,0,0,0,12,0.0,0,4.08,0,12,T
80381,MUS 7120,"Galilaias, Christos",6,0,0,0,0,0,6,0.0,0,4.00,0,6,T
80392,NURS 3510,"Manning, Karis",8,26,3,1,0,0,38,2.6,0,3.16,1,39,T
80393,NURS 3710,"Bates, Teresa",26,29,1,0,0,0,56,0.0,0,3.59,1,57,T
80394,NURS 3810,"Sims, Traci",1,30,5,1,0,0,37,2.7,0,2.97,0,37,T
80396,NURS 4610,"Bates, Teresa",0,0,0,0,0,0,0,0.0,0,,48,48,T
80397,NURS 7600,"Demars, Laura",8,0,0,0,0,0,8,0.0,0,4.25,0,8,E
80398,NURS 7940,"Nelson, Michelle",33,1,0,0,0,0,34,0.0,0,4.21,0,34,E
80399,NURS 7980,"Horne, Eva",0,0,0,0,0,0,0,0.0,0,,6,6,T
80400,NURS 8060,"Hires, Kimberly",5,0,0,0,0,0,5,0.0,0,4.20,1,6,E
80403,NUTR 6002,"Johnson, Jessica",0,0,0,0,0,0,0,0.0,0,,8,8,T
80404,NUTR 6104,"Wanders, Desiree",12,9,1,0,0,0,22,0.0,0,3.59,0,22,E
80406,PERS 2001,"White, Marta",15,11,0,1,0,0,27,3.7,0,3.52,0,27,T
80407,PHIL 2010,"Briggs, Thomas",12,18,3,0,1,0,34,8.3,2,3.24,0,36,T
80409,PHIL 2010,"Payne, Joseph",10,24,16,3,3,0,56,16.7,4,2.61,0,60,T
80411,PHIL 8960,"Okeefe, Timothy",0,0,0,0,0,0,0,0.0,0,,47,47,T
80413,PHYS 1111 K,"Lurie, John",6,13,3,0,0,0,22,8.3,2,3.18,0,24,T
80414,PHYS 1111 K,"Lurie, John",4,11,5,1,0,0,21,9.1,1,2.81,0,22,T
80415,PHYS 1111 K,"Lurie, John",6,5,1,0,0,0,12,0.0,0,3.33,0,12,T
80416,PHYS 1111 K,"McMillan, James",2,10,1,1,1,0,15,27.8,3,2.67,0,18,T
80417,PHYS 1112 K,"Wang, Ruili",9,11,0,0,0,0,20,16.7,4,3.50,0,24,T
80418,PHYS 2211 K,"Haseler, Tristan",2,2,3,1,1,0,9,22.2,0,2.33,0,9,T
80419,PHYS 2211 K,"Haseler, Tristan",4,7,9,4,0,0,24,16.7,0,2.42,0,24,T
80420,PHYS 2211 K,"Haseler, Tristan",3,10,3,1,3,0,20,30.4,3,2.45,0,23,T
80421,PHYS 2211 K,"Haseler, Tristan",2,5,4,1,0,0,12,8.3,0,2.67,0,12,T
80422,PHYS 2211 K,"Haseler, Tristan",7,8,2,4,1,0,22,26.1,1,2.68,0,23,T
80423,PHYS 2211 K,"Evans, John",13,5,2,0,0,0,20,4.8,1,3.70,0,21,T
80424,PHYS 2211 K,"Evans, John",8,3,0,0,0,0,11,8.3,1,3.91,0,12,T
80425,PHYS 2212 K,"Yao, Yao",8,5,6,1,0,0,20,5.0,0,3.10,0,20,T
80426,PHYS 2212 K,"Yao, Yao",10,3,1,0,1,0,15,17.7,2,3.40,0,17,T
80438,POLS 3140,"Dongo, Lestina",44,3,0,0,1,0,48,4.1,1,4.13,0,49,T
80439,POLS 3140,"Kerce, Stephanie",23,15,4,3,2,0,47,12.5,1,3.17,0,48,T
80441,POLS 4940,"Brown, Christopher",13,1,0,0,1,0,15,6.7,0,3.73,0,15,T
80446,POLS 8996,"Carlin, Ryan",0,0,0,0,0,0,0,0.0,0,,32,32,T
80447,POLS 8998,"Carlin, Ryan",0,0,0,0,0,0,0,0.0,0,,33,33,T
80448,POLS 8999,"Carlin, Ryan",0,0,0,0,0,0,0,7.7,4,,48,52,T
80450,PSYC 2040,"Langley, Nickolas",33,21,3,4,4,0,65,18.3,5,3.18,1,71,T
80451,PSYC 2070,"Swartout, Ashlyn",26,21,10,3,0,0,60,5.0,0,3.20,0,60,T
80452,PSYC 3110,"Abbott, Deah",11,5,9,4,2,0,31,26.5,3,2.61,0,34,T
80453,PSYC 3110,"Tusher, Chantal",14,20,7,3,2,0,46,14.6,2,2.87,0,48,T
80454,PSYC 3140,"Bowman, Sara",17,24,19,7,6,0,73,18.7,1,2.59,1,75,T
80455,PSYC 3140,"Anderson, Page",43,21,4,3,1,0,72,8.1,2,3.44,0,74,T
80456,PSYC 3140,"Anderson, Page",26,24,8,2,3,0,63,7.7,0,3.11,2,65,T
80457,PSYC 3520,"Harris, Alesha",30,21,3,0,2,0,56,8.3,3,3.43,1,60,T
80458,PSYC 4020,"Crowe-Taylor, Mary",9,22,6,0,0,0,37,2.6,1,3.05,0,38,T
80459,PSYC 4040,"Ozcaliskan, Seyda",15,19,8,2,3,0,47,10.4,0,2.83,1,48,T
80460,PSYC 4040,"Howard, Ann",21,8,7,0,1,0,37,18.2,7,3.35,0,44,T
80461,PSYC 4100,"Roberts, Rebecca",30,6,4,0,0,0,40,2.4,1,3.65,0,41,T
80462,PSYC 4120,"James, Brielle",9,22,11,3,0,0,45,10.6,2,2.84,0,47,T
80463,PSYC 4160,"Bowling, Donald",36,7,0,0,2,0,45,6.5,1,3.76,0,46,T
80464,PSYC 4160,"Weyermann, Andrea",10,21,10,2,3,0,46,14.6,2,2.78,0,48,T
80465,PSYC 4510,"Kuperminc, Gabriel",37,5,1,0,1,0,44,6.3,2,3.73,2,48,T
80466,PSYC 4610,"Da Rosa, Grace Dorea",11,23,5,0,1,0,40,2.5,0,3.10,0,40,T
80467,PSYC 4760,"Wilson, Megan",0,0,0,0,0,0,0,0.0,0,,27,27,T
80472,PSYC 8200,"Kuperminc, Gabriel",5,2,0,0,0,0,7,12.5,1,3.71,0,8,T
80473,PSYC 8490,"Sevcik, Rose",17,0,0,0,0,0,17,0.0,0,4.24,0,17,T
80474,PSYC 8999,"Tully, Erin",0,0,0,0,0,0,0,0.0,0,,26,26,T
80475,PSYC 9940 A,"Sevcik, Rose",0,0,0,0,0,0,0,0.0,0,,7,7,T
80477,PSYC 9950 C,"Mckee, Laura",0,0,0,0,0,0,0,0.0,0,,7,7,T
80478,PSYC 9950 E,"Mckee, Laura",0,0,0,0,0,0,0,0.0,0,,33,33,T
80480,PSYC 9960 A,"Swartout, Ashlyn",0,0,0,0,0,0,0,0.0,0,,11,11,T
80481,PSYC 9960 B,"Swartout, Ashlyn",0,0,0,0,0,0,0,0.0,0,,12,12,T
80483,PSYC 9980,"Tully, Erin",0,0,0,0,0,0,0,0.0,0,,17,17,T
80484,PSYC 9999,"Tully, Erin",0,0,0,0,0,0,0,0.0,0,,28,28,T
80485,RT 1010,"Law, Jocelyn",26,0,0,0,2,0,28,7.1,0,3.71,0,28,T
80486,RT 3005,"Shan, Shi Huh",17,16,7,0,0,0,40,4.8,2,3.25,0,42,T
80487,RT 3025,"Sutton, Laryssa",7,6,1,0,0,0,14,0.0,0,3.43,0,14,T
80490,RT 3050,"Zimmerman, Ralph",0,0,0,0,0,0,0,0.0,0,,10,10,T
80491,RT 3050,"Murray, Robert",0,0,0,0,0,0,0,0.0,0,,11,11,T
80492,RT 3050,"Gardenhire, Doug",0,0,0,0,0,0,0,0.0,0,,7,7,T
80493,RT 3111,"Shan, Shi Huh",4,3,1,0,0,0,8,11.1,1,3.38,0,9,T
80494,RT 3111,"Shan, Shi Huh",8,5,1,0,0,0,14,0.0,0,3.50,0,14,T
80495,RT 4012,"Murray, Robert",2,10,0,0,0,0,12,0.0,0,3.17,0,12,T
80496,RT 4012,"Murray, Robert",2,8,1,0,0,0,11,0.0,0,3.09,0,11,T
80500,RT 4051,"Culbreth, Rachel",3,7,0,0,0,0,10,0.0,0,3.30,0,10,T
