CRN,Course,Professor,A  (90-100),B  (80-89),C  (70-79),D  (60-69),F <60,WF,A- WF,DWF,W,CRS AVG,Other,Total,Instruction Method
10136,BUSA 2106,"Grelecki, Ryan",87,21,4,0,5,0,117,5.1,1,3.71,0,118,T
10137,BUSA 2106,"Varadarajan, Deepa",19,18,8,0,0,0,45,0.0,0,3.27,0,45,T
10138,BUSA 2106,"Willey, Susan",27,42,30,3,8,0,110,15.8,8,2.72,2,120,T
10139,BUSA 2106,"Grelecki, Ryan",33,10,2,0,0,0,45,0.0,0,3.73,0,45,T
10140,BUSA 2106,"Binder, Perry",10,20,9,1,4,0,44,13.3,1,2.68,0,45,T
10141,BUSA 2106,"Sherman, Peggy",55,35,10,3,12,0,115,15.8,4,3.03,1,120,T
10142,BUSA 2106,"Neculae, Andreea",6,14,7,8,5,0,40,36.4,3,2.13,1,44,T
10143,BUSA 2106,"Strong, Michael",14,21,7,0,0,0,42,2.2,1,3.12,2,45,T
10144,BUSA 2106,"Hamby, Charlie",13,13,4,0,4,0,34,26.2,7,2.91,1,42,T
10145,BUSA 2106,"Turner, Chrisitan",9,15,7,1,11,0,43,30.4,2,2.19,1,46,T
10146,BUSA 3000,"Dakhli, Mourad",10,18,12,2,2,0,44,11.1,1,2.68,0,45,H
10147,BUSA 3000,"Doria, Evaristo",15,21,7,0,1,0,44,2.2,0,3.11,1,45,T
10148,BUSA 3000,"Doria, Evaristo",35,72,16,0,9,0,132,8.1,2,2.91,2,136,T
10149,BUSA 3000,",",13,18,10,0,2,0,43,8.9,2,2.93,0,45,T
10150,BUSA 3000,"Nifadkar, Sushil",8,14,4,0,1,0,27,13.3,3,3.04,0,30,T
10151,BUSA 3000,"Nifadkar, Sushil",8,9,3,1,1,0,22,16.7,2,2.91,0,24,T
10152,BUSA 3000,"Vivas, Reyes",16,17,4,0,2,0,39,7.5,1,3.05,0,40,T
10153,BUSA 4980,"Dionne, Steven",14,27,2,0,0,0,43,0.0,0,3.26,0,43,T
10154,BUSA 4980,"White, Marta",23,6,0,0,0,0,29,0.0,0,3.83,0,29,T
10155,BUSA 4980,"White, Marta",13,17,12,0,1,0,43,2.3,0,2.93,0,43,T
10156,BUSA 4980,"Dionne, Steven",10,30,3,0,1,0,44,2.3,0,3.11,0,44,T
10157,BUSA 4980,"White, Marta",11,26,4,2,0,0,43,4.6,0,3.09,1,44,T
10158,BUSA 4980,"Matherne, Brett",9,15,19,2,0,0,45,4.4,0,2.67,0,45,T
10159,BUSA 4980,"Verhaal, Jeffrey",13,28,4,0,0,0,45,0.0,0,3.24,0,45,T
10160,BUSA 4980,"Verhaal, Jeffrey",14,27,1,0,0,0,42,0.0,0,3.33,0,42,T
10163,CHEM 1151 K,"Xu, Bin",6,11,11,1,1,0,30,18.2,6,2.67,8,44,T
10164,CHEM 1151 K,"Xu, Bin",4,11,10,1,1,0,27,14.3,3,2.56,5,35,T
10165,CHEM 1152 K,"Fernando, Nilmi",3,11,12,4,1,0,31,18.8,1,2.29,0,32,T
10166,CHEM 1152 K,"Fernando, Nilmi",8,19,11,2,3,0,43,20.8,5,2.63,0,48,T
10167,CHEM 1152 K,"Fernando, Nilmi",5,10,4,1,3,0,23,20.8,1,2.57,0,24,T
10168,CHEM 1152 K,"Navarro-Eisenstein, Angela",5,1,1,0,2,0,9,33.3,2,2.67,1,12,T
10169,CHEM 1152 K,"Navarro-Eisenstein, Angela",6,3,6,0,1,0,16,28.6,5,2.88,0,21,T
10170,CHEM 1152 K,"Navarro-Eisenstein, Angela",3,10,4,1,0,0,18,26.1,5,2.89,0,23,T
10171,CHEM 1211 K,"Guo, Weiwei",6,12,17,1,7,0,43,25.5,4,2.26,0,47,T
10172,CHEM 1211 K,"Guo, Weiwei",4,5,12,2,1,0,24,12.5,0,2.46,0,24,T
10173,CHEM 1212 K,"Jiang, Jie",3,3,5,0,2,0,13,15.4,0,2.31,0,13,T
10174,CHEM 1212 K,"Jiang, Jie",9,18,5,0,1,0,33,3.0,0,3.03,0,33,T
10175,CHEM 1212 K,"Jiang, Jie",7,5,4,1,3,0,20,23.8,1,2.65,0,21,T
10176,CHEM 1212 K,"Jiang, Jie",6,10,8,1,0,0,25,7.7,1,2.88,0,26,T
10177,CHEM 1212 K,"Jiang, Jie",15,15,14,0,2,0,46,8.3,2,2.83,0,48,T
10178,CHEM 1212 K,"Jiang, Jie",1,5,5,0,0,0,11,15.4,2,2.73,0,13,T
10179,CHEM 1212 K,"Kerr, Tracy",7,12,20,2,5,0,46,17.0,1,2.33,0,47,T
10180,CHEM 1212 K,"Kerr, Tracy",2,5,14,0,0,0,21,4.6,1,2.48,0,22,T
10181,CHEM 1212 K,"Kerr, Tracy",2,14,16,2,1,0,35,8.6,0,2.40,0,35,T
10182,CHEM 1212 K,"Kerr, Tracy",8,14,15,2,5,0,44,19.2,2,2.45,1,47,T
10183,CHEM 3110,"Baumstark, Alfons",16,16,3,0,0,0,35,0.0,0,3.37,0,35,T
10184,CHEM 3411,"Connors, David",13,1,0,0,0,0,14,6.7,1,3.93,0,15,T
10188,CHEM 4940,"Mooring, Suazette",12,0,0,0,0,0,12,7.1,1,3.92,1,14,T
10191,CHEM 6210,"Grant, Kathryn",7,5,0,1,0,0,13,7.7,0,3.38,0,13,T
10193,CHEM 8800,"Mooring, Suazette",17,5,0,0,0,0,22,0.0,0,3.82,0,22,T
10202,CHEM 8910,"Yin, Jun",0,0,0,0,0,0,0,0.0,0,,6,6,T
10210,CIS 2010,"Schmitz, Kurt",7,10,5,3,5,0,30,36.1,5,2.30,1,36,T
10211,CIS 3300,"Oh, Jeong-ha",8,23,3,0,0,0,34,5.6,2,3.12,0,36,T
10214,CRJU 1100,"Block, Michelle",12,15,12,2,4,0,45,18.8,3,2.62,0,48,T
10215,CRJU 3100,"Block, Michelle",3,14,4,4,1,0,26,19.2,0,2.54,0,26,T
10220,CSC 3210,"Bamunu Mudiyanselage, Thosini",1,5,13,1,0,0,20,9.5,1,2.35,0,21,T
10221,CSC 4210,"Weeks, Michael",11,17,8,4,3,0,43,17.8,1,2.67,1,45,T
10222,CSC 4330,"Manandhar, Kebina",15,12,8,0,3,0,38,10.0,1,3.00,1,40,T
10223,CSC 4350,"Johnson, William",29,9,0,3,0,0,41,7.3,0,3.68,0,41,T
10224,CSC 4710,"Casturi, Narasimha Rao",34,5,0,0,1,0,40,2.5,0,3.83,0,40,T
10247,ENGL 1101,"Saunders, Steven",6,12,2,3,3,0,26,25.9,1,2.54,0,27,T
10248,ENGL 1101,"Brooks, Jody",15,3,2,0,3,0,23,16.0,1,3.09,1,25,H
10249,ENGL 1101,"Walker, Ronald",3,11,9,0,1,0,24,7.7,1,2.58,1,26,T
10250,ENGL 1101,"Byrom, Brittny",17,7,1,0,0,0,25,3.9,1,3.56,0,26,T
10251,ENGL 1101,"Anlicker, Christine",6,8,5,0,2,0,21,12.5,1,2.76,2,24,T
10252,ENGL 1101,"Heston, Brian",5,12,5,0,2,0,24,12.0,1,2.83,0,25,T
10253,ENGL 1101,"Banerjee, Abhik",9,13,2,0,1,0,25,4.0,0,3.12,0,25,T
10254,ENGL 1102,"Arnold, Shari",7,14,1,0,2,0,24,12.0,1,2.96,0,25,T
10255,ENGL 1102,"Carroll, Thomas",3,6,8,3,3,0,23,28.0,1,2.13,1,25,T
10256,ENGL 1102,"Godsave, Patricia",11,4,3,0,3,0,21,28.0,4,3.05,0,25,T
10257,ENGL 1102,"Lombardo, Thomas",17,3,3,0,2,0,25,8.0,0,3.40,0,25,T
10258,ENGL 1102,"Stuart, Esther",7,14,1,1,0,0,23,12.0,2,3.17,0,25,T
10259,ENGL 1102,"Fentem, Donald",4,11,8,0,0,0,23,8.0,2,2.83,0,25,T
10260,ENGL 1102,"Ulevich, Lisa",4,10,0,2,6,0,22,36.0,1,2.18,2,25,T
10261,ENGL 1102,"Geil, Sarah",10,11,2,1,1,0,25,8.0,0,3.08,0,25,T
10262,ENGL 1102,"Lopez, Elizabeth",13,5,0,0,5,0,23,24.0,1,2.87,1,25,T
10263,ENGL 1102,"Crew, Caroline",13,7,1,2,1,0,24,16.0,1,3.17,0,25,T
10264,ENGL 1102,"Pelzom, Yeshey",19,6,0,0,0,0,25,0.0,0,3.68,0,25,T
10265,ENGL 1102,"Trulock, Todd",7,6,3,0,3,0,19,30.4,4,2.68,0,23,T
10266,ENGL 1102,"Williard, Jess",18,5,1,1,0,0,25,4.0,0,3.60,0,25,T
10267,ENGL 1102,"Udell, Rachelle",16,3,2,0,1,0,22,4.6,0,3.59,0,22,T
10268,ENGL 1102,"Stephens, Marissa",15,2,1,0,2,0,20,18.2,2,3.35,0,22,T
10269,ENGL 1102,"Pine, Ryan",13,6,2,1,2,0,24,12.0,0,3.08,1,25,T
10270,ENGL 1102,"Dyne, Sarah",16,6,1,0,0,0,23,8.0,2,3.61,0,25,T
10271,ENGL 1102,"Martin, Joshua",16,7,1,0,0,0,24,4.0,1,3.54,0,25,T
10272,ENGL 1102,"Jurjevic, Andrea",19,3,0,1,1,0,24,8.0,0,3.50,1,25,T
10273,ENGL 1102,"Wright, Drew",14,9,2,0,0,0,25,0.0,0,3.36,0,25,T
10274,ENGL 1102,"Trulock, Todd",12,8,1,0,3,0,24,12.5,0,3.00,0,24,T
10275,ENGL 1102,"Brown, Murray",10,12,1,0,0,0,23,0.0,0,3.35,1,24,T
10276,ENGL 1102,"Kolenda, Benjamin",11,7,3,0,3,0,24,16.0,1,2.92,0,25,T
10277,ENGL 1102,"Cook, LaRue",11,4,1,0,3,0,19,33.3,5,3.00,0,24,T
10278,ENGL 1102,"Jackson, Joshua",7,2,3,3,9,0,24,50.0,0,1.88,0,24,T
10281,ENGL 1102,"Brown, Murray",11,13,0,0,0,0,24,0.0,0,3.50,1,25,T
10282,ENGL 1102,"Kegley, Sarah",18,1,2,0,0,0,21,8.7,2,3.86,0,23,T
10283,ENGL 1102,"Hagan, Andrew",8,7,4,1,2,0,22,24.0,3,2.77,0,25,T
10284,ENGL 1102,"Burns, Robert",14,11,0,1,0,0,26,3.9,0,3.50,0,26,T
10285,ENGL 1102,"Hall-Godsey, Angela",13,5,2,0,4,0,24,20.0,1,3.00,0,25,T
10286,ENGL 1102,"Matteson, Zachary",18,5,1,0,1,0,25,4.0,0,3.56,0,25,T
10288,ENGL 1102,"Wright, Allison",11,8,0,0,6,0,25,24.0,0,2.68,0,25,T
10289,ENGL 1102,"Lee, I-Hsien",22,2,0,0,0,0,24,4.0,1,3.88,0,25,T
10290,ENGL 1102,"Chitescu, Simona",12,10,0,1,1,0,24,12.0,1,3.25,0,25,T
10291,ENGL 1102,"Marshall, Daniel",21,3,0,0,0,0,24,0.0,0,3.88,0,24,T
10292,ENGL 1102,"Norton, Laura",21,4,0,0,0,0,25,0.0,0,3.80,0,25,T
10293,ENGL 1102,"Hall, Douglas",9,7,3,1,2,0,22,20.8,2,2.86,0,24,T
10294,ENGL 1102,"Doyle, Hannah",14,7,0,1,0,0,22,12.5,2,3.45,0,24,T
10295,ENGL 1102,"Kelly, Joseph",11,11,2,0,0,0,24,4.0,1,3.42,0,25,T
10296,ENGL 1102,"Burns, Robert",14,10,1,1,0,0,26,3.7,0,3.42,1,27,T
10297,ENGL 1102,"Voss, Paul",3,14,4,0,2,0,23,16.0,2,2.70,0,25,T
10298,ENGL 1102,"Fowkes, Julie",8,9,4,0,0,0,21,4.4,1,3.19,1,23,T
10299,ENGL 1102,"Carter, Sarah",5,8,3,0,4,0,20,36.0,5,2.55,0,25,T
10300,ENGL 1102,"Keel, Sara",13,7,2,0,2,0,24,8.3,0,3.29,0,24,T
10301,ENGL 2110,"Richtarik, Marilynn",8,6,3,0,0,0,17,5.0,1,3.18,2,20,T
10302,ENGL 2110,"Schatteman, Renee",12,6,0,1,7,0,26,35.7,2,2.54,0,28,T
10304,ENGL 2110,"Heath, Ryan",13,1,3,0,0,0,17,9.1,2,3.59,3,22,T
10305,ENGL 2120,"Brown, Murray",16,15,0,0,0,0,31,2.9,1,3.52,3,35,T
10306,ENGL 2120,"Schmidt, Paul",15,15,1,0,0,0,31,0.0,0,3.45,3,34,T
10307,ENGL 2130,"Noble, Mark",12,10,1,1,1,0,25,11.5,1,3.24,0,26,T
10308,ENGL 2130,"Smolinski, Reiner",14,13,1,0,0,0,28,6.3,2,3.46,2,32,T
10310,ENGL 2130,"Roudane, Matthew",15,9,4,0,0,0,28,6.7,2,3.39,0,30,T
10311,ENGL 3130,"Latimer, Shana",14,5,4,1,0,0,24,8.0,1,3.29,0,25,T
10313,ENGL 4500,"Snow, Malinda",7,0,0,0,1,0,8,12.5,0,3.50,0,8,T
10315,ENGL 8999,"Kocela, Christopher",0,0,0,0,0,0,0,1.1,1,,90,91,T
10316,ENGL 9030,"Kocela, Christopher",0,0,0,0,0,0,0,1.0,1,,103,104,T
10317,FI 3300,"Ma, Han",8,19,13,0,0,0,40,11.1,5,2.83,0,45,T
10318,FI 3300,"Ruff, Craig",5,10,7,1,1,0,24,14.8,2,2.71,1,27,T
10319,FI 3300,"Wang, Zhe",7,21,13,0,3,0,44,8.9,1,2.64,0,45,T
10320,FI 3300,"Fendler, Richard",42,87,68,7,10,0,214,16.8,23,2.67,1,238,F
10321,FI 3300,"Haghbaali, Mehdi",9,19,13,3,0,0,44,8.9,1,2.61,0,45,T
10322,FI 3300,"Ruff, Craig",9,18,16,3,0,0,46,6.5,0,2.67,0,46,T
10323,FI 3300,"Tyagi, Ashutosh",8,12,10,3,1,0,34,30.2,9,2.65,0,43,T
10324,FI 4000,"Ashraf, Rasha",13,12,9,3,1,0,38,15.0,2,2.87,0,40,T
10325,FI 4000,"Yates, Michael",18,12,4,1,0,0,35,5.6,1,3.37,0,36,T
10326,FI 4240,"Yates, Michael",8,14,5,1,3,0,31,22.9,4,2.68,0,35,T
10327,FI 4240,"Ruff, Craig",8,15,7,1,0,0,31,3.2,0,2.90,0,31,T
10329,FI 8389,"Gay, Gerald",1,0,0,0,0,0,1,0.0,0,4.00,10,11,T
10333,FREN 1001,"Sarac, Ioana",14,8,2,0,2,0,26,16.7,3,3.38,1,30,T
10334,FREN 1001,"Mvilongo, Anselme",9,10,5,1,1,0,26,16.7,3,2.96,1,30,T
10335,FREN 1002,"Guerreiro-Aires, Mathias",20,8,1,0,0,0,29,0.0,0,3.76,1,30,T
10336,FREN 1002,"Diaby, Makani",11,9,3,0,3,0,26,20.7,3,3.04,0,29,T
10337,FREN 2002,"Sarac, Ioana",14,1,0,0,2,0,17,31.8,5,3.47,0,22,T
10338,FREN 3033,"Francis, Gladys",5,2,1,0,0,0,8,11.1,1,3.50,0,9,T
10340,FREN 8895,"Lecalvez, Eric",0,0,0,0,0,0,0,0.0,0,,9,9,T
10341,GEOG 1101,"Dahl, Traci",10,13,9,0,3,0,35,13.5,2,2.74,0,37,T
10342,GEOG 1101,"Milligan, Richard",31,18,8,3,7,0,67,16.9,2,2.93,2,71,T
10343,GEOG 1101,"Cook, Wayne",8,9,0,0,0,0,17,0.0,0,3.41,0,17,T
10349,GEOS 8060,"Meyer, Brian",0,0,0,0,0,0,0,0.0,0,,21,21,T
10352,GEOL 1122 K,"Elliott, W.",13,10,5,0,0,0,28,0.0,0,3.29,0,28,T
10353,GEOL 1122 K,"Elliott, W.",9,11,7,0,0,0,27,0.0,0,3.07,0,27,T
10354,GEOL 1122 K,"Elliott, W.",14,6,3,1,0,0,24,11.5,2,3.33,0,26,T
10355,GEOL 1122 K,"Little, Ashley",8,14,4,0,0,0,26,3.7,1,3.15,0,27,T
10357,GRMN 1002,"Denzel, Heidi",8,9,3,0,1,0,21,4.8,0,3.10,0,21,T
10359,GRMN 3302,"Denzel, Heidi",5,3,0,0,0,0,8,0.0,0,3.63,0,8,T
10360,HA 8190,"Ketsche, Patricia",22,7,0,0,0,0,29,0.0,0,3.69,1,30,T
10361,HA 8250,"Montanera, Daniel",13,13,1,0,0,0,27,0.0,0,3.44,0,27,T
10363,HA 8810,"Cameron, Marie",0,0,0,0,0,0,0,0.0,0,,6,6,T
10366,HADM 3010,"Barber, Diana",22,12,6,0,2,0,42,11.1,3,3.14,0,45,T
10367,HADM 3010,"Bhada, Neville",20,25,10,3,0,0,58,9.8,3,3.07,0,61,F
10368,HADM 3401,"Townsend, Kyle",13,5,0,0,0,0,18,0.0,0,3.67,0,18,T
10370,HADM 3600,"Boo, Soyoung",28,16,6,0,0,0,50,1.9,1,3.44,1,52,T
10371,HADM 3750,"Cannon, Debra",8,15,7,0,0,0,30,0.0,0,3.00,0,30,T
10372,HADM 4100,"Marvil, Charles",7,9,1,0,0,0,17,0.0,0,3.24,0,17,T
10374,HADM 4800,"Cannon, Debra",20,12,1,0,0,0,33,0.0,0,3.55,0,33,T
10375,HADM 4900,"Cannon, Debra",0,0,0,0,0,0,0,0.0,0,,30,30,T
10376,HIST 1111,"Poley, Jared",34,28,14,3,10,0,89,22.2,9,2.74,1,99,E
10377,HIST 1111,"Sullivan, John",33,9,1,0,2,0,45,4.4,0,3.58,0,45,T
10378,HIST 1111,"Sullivan, John",35,9,2,0,0,0,46,0.0,0,3.76,0,46,T
10379,HIST 1111,"Ernst, Rachel",29,3,7,4,1,0,44,11.4,0,3.23,0,44,T
10381,HIST 1111,"Terry, David",14,8,3,2,9,0,36,35.0,3,2.36,1,40,T
10382,HIST 1112,"Clegg, Mindy",9,7,3,0,3,0,22,16.7,1,2.91,1,24,T
10384,HIST 1112,"Fuller, Harcourt",17,13,0,0,0,0,30,3.2,1,3.60,0,31,T
10386,HIST 1112,"Cater, Casey",17,12,4,0,2,0,35,5.7,0,3.17,0,35,T
10387,HIST 1112,"Prechter, Ryan",26,0,1,0,0,0,27,0.0,0,4.11,0,27,T
10388,HIST 1112,"Prechter, Ryan",10,0,0,0,0,0,10,9.1,1,4.20,0,11,T
10389,HIST 2110,"Diamond, Beryl",7,21,10,3,1,0,42,11.6,1,2.79,0,43,T
10390,HIST 2110,"Marlin, Jeffrey",20,9,5,0,5,0,39,18.6,3,3.00,1,43,T
10391,HIST 2110,"Conner, Robin",11,1,2,0,0,0,14,0.0,0,3.57,0,14,T
10392,HIST 2110,"Clegg, Mindy",25,6,5,0,5,0,41,20.0,4,3.22,0,45,T
10393,HIST 2110,"Casteel, Cari",30,10,4,0,1,0,45,4.4,1,3.47,0,46,T
10394,HIST 2110,"Marshall, Amani",4,23,11,3,3,0,44,17.4,2,2.50,0,46,T
10395,HIST 2110,"Conner, Robin",9,23,9,1,1,0,43,8.9,2,2.88,0,45,T
10396,HIST 2110,"Rolinson, Mary",28,14,0,0,2,0,44,8.7,2,3.50,0,46,T
10397,HIST 2110,"Grubbs, Larry",39,6,1,0,0,0,46,0.0,0,3.76,0,46,T
10398,HIST 2110,"Conner, Robin",18,19,4,2,2,0,45,10.9,1,3.04,0,46,T
10399,HIST 2110,"Taylor, Jessica",12,15,4,2,0,0,33,17.8,6,3.09,6,45,T
10400,HIST 2110,"Johnson, Timothy",10,19,8,1,0,0,38,2.4,0,3.03,3,41,T
10406,HIST 8720,"Frilingos, Timothy",11,1,0,0,0,0,12,0.0,0,4.17,0,12,T
10408,HIST 9999,"Davidson, Denise",0,0,0,0,0,0,0,0.0,0,,20,20,T
10409,IB 3090,"Zhang, Yimai",8,18,3,0,0,0,29,3.3,1,3.07,0,30,T
10418,JOUR 1000,"Stafford, Richard",27,1,1,0,0,0,29,6.3,2,4.00,1,32,T
10419,JOUR 1010,"Krache, Donna",5,5,4,0,1,0,15,6.7,0,2.87,0,15,T
10420,JOUR 1010,"Van Herik, Edward",10,11,2,0,0,0,23,4.2,1,3.35,0,24,T
10421,JOUR 3060,"McDowell, Yvonne",17,15,7,2,1,0,42,13.3,3,3.02,0,45,T
10422,JOUR 3560,"Whitney, Carrie",12,5,2,1,2,0,22,13.0,0,3.05,1,23,T
10425,JOUR 4800,"Whitney, Carrie",12,14,3,1,0,0,30,3.2,0,3.20,1,31,T
10428,JOUR 4980,"Barthlow, Douglas",29,14,1,0,0,0,44,2.0,1,3.59,6,51,T
10432,MATH 1070,"Meadows, Leslie",21,27,24,10,10,0,92,24.5,4,2.48,2,98,T
10433,MATH 1070,"Harden, Donald",11,6,6,3,5,0,31,33.3,5,2.52,3,39,T
10434,MATH 1070,"Meadows, Leslie",20,29,16,8,11,0,84,24.2,3,2.52,4,91,T
10436,MATH 1070,"Harden, Donald",27,23,8,7,16,0,81,31.8,5,2.46,2,88,T
10438,MATH 1070,"Satter, Faysal",19,23,24,9,9,0,84,31.3,13,2.46,2,99,T
10439,MATH 1070,"Satter, Faysal",22,29,18,6,15,0,90,28.9,7,2.43,0,97,T
10443,MATH 1070,"Dills, Alan",28,24,22,7,12,0,93,24.2,5,2.55,1,99,T
10453,MATH 1070,"Liu, Hui",14,16,20,1,7,0,58,22.1,9,2.52,10,77,T
10454,MATH 1101,"Jing, Guangming",23,14,1,3,2,0,43,19.2,4,3.30,0,47,T
10455,MATH 1101,"Akimova, Irina",23,8,8,3,1,0,43,10.9,1,3.28,2,46,T
10456,MATH 1101,"Yao, Senmei",22,9,2,1,2,0,36,17.1,4,3.47,1,41,T
10457,MATH 1101,"Alexander, Margo",19,12,8,1,3,0,43,12.8,2,3.05,2,47,T
10458,MATH 1101,"Akimova, Irina",24,9,6,0,4,0,43,14.9,3,3.21,1,47,T
10459,MATH 1101,"Jing, Guangming",34,6,4,1,2,0,47,6.4,0,3.57,0,47,T
10460,MATH 1101,"Alexander, Margo",12,14,7,2,4,0,39,26.1,6,2.77,1,46,T
10461,MATH 1101,"Yao, Senmei",20,6,5,1,6,0,38,25.6,4,3.00,1,43,T
10462,MATH 1101,"He, Shushan",28,6,7,0,4,0,45,10.9,1,3.29,0,46,T
10463,MATH 1101,"Yu, Xue",35,8,3,0,0,0,46,2.1,1,3.78,0,47,T
10464,MATH 1111,"Stroev, Mikhail",11,13,5,1,7,0,37,27.5,3,2.54,0,40,T
