CRN,Course,Professor,A  (90-100),B  (80-89),C  (70-79),D  (60-69),F <60,WF,A- WF,DWF,W,CRS AVG,Other,Total,Instruction Method
50284,PSYC 9960 C,"Kuperminc, Gabriel",0,0,0,0,0,0,0,0.0,0,,7,7,T
50287,PSYC 9980,"Tully, Erin",0,0,0,0,0,0,0,0.0,0,,12,12,T
50289,PSYC 9999,"Tully, Erin",0,0,0,0,0,0,0,0.0,0,,25,25,T
50293,RT 3052,"Zimmerman, Ralph",19,15,1,0,0,0,35,0.0,0,3.51,0,35,T
50294,RT 4011,"Murray, Robert",8,15,1,0,0,0,24,0.0,0,3.29,0,24,T
50295,RT 4011,"Murray, Robert",3,7,1,0,0,0,11,0.0,0,3.18,0,11,T
50296,RT 4070,"Shan, Shi Huh",29,5,0,0,0,0,34,0.0,0,3.85,0,34,T
50300,RT 7090,"Zimmerman, Ralph",36,1,0,0,0,0,37,0.0,0,3.97,0,37,T
50302,RT 7995,"Gardenhire, Doug",0,0,0,0,0,0,0,0.0,0,,10,10,T
50307,SOCI 8999,"Ainsworth, James",0,0,0,0,0,0,0,0.0,0,,8,8,T
50308,SPAN 1001,"Lake, William",4,7,6,1,0,0,18,5.6,0,2.72,0,18,T
50309,SPAN 1001,"Aamer, Nadiyah",9,4,3,3,1,0,20,26.1,2,2.80,1,23,T
50310,SPAN 1001,"Guevara, Indira",9,5,3,0,1,0,18,19.1,3,3.17,0,21,T
50311,SPAN 1001,"Leonardo, Gisabel",11,5,2,0,2,0,20,10.0,0,3.10,0,20,T
50313,SPAN 1002,"Llorente, Raul",3,7,6,3,0,0,19,24.0,3,2.37,3,25,T
50314,SPAN 1002,"Moreno, Oscar",1,5,6,3,2,0,17,36.8,2,1.94,0,19,T
50315,SPAN 2002,"Fernandez, Hector",1,7,0,0,2,0,10,35.7,3,2.50,1,14,T
50316,SPAN 3303,"Moreno, Oscar",3,7,4,1,2,0,17,44.0,8,2.35,0,25,E
50350,MATH 8802,"Sarkar, Sutandra",0,0,0,0,0,0,0,10.0,1,,9,10,T
50351,MATH 8802,"Smirnova, Alexandra",0,0,0,0,0,0,0,0.0,0,,6,6,T
50367,CPS 7975,"Orr, Jonathan",0,0,0,0,0,0,0,0.0,0,,85,85,T
50370,CPS 9990,"Gilbride, Dennis",0,0,0,0,0,0,0,6.7,1,,14,15,T
50372,CHEM 1211 K,"Thota, Jyotsna",5,3,3,4,1,0,16,38.1,3,2.44,2,21,T
50374,BIOL 2107 K,"Song, Chi-Sun",13,6,3,0,0,0,22,4.4,1,3.55,0,23,T
50375,BIOL 2107 K,"Song, Chi-Sun",8,4,2,2,2,0,18,30.0,2,2.72,0,20,T
50377,ENGL 1102,"Kimbell, Emily",10,5,2,1,3,0,21,28.0,3,2.76,1,25,T
50378,BIOL 2108 K,"Nusnbaum, Matthew",9,6,2,0,1,0,18,10.5,1,3.22,0,19,T
50379,MATH 1113,"Sarkar, Sutandra",17,13,11,3,6,0,50,26.8,6,2.68,0,56,E
50381,EXC 7310,"Mckinney, Tracy",17,0,0,0,0,0,17,5.6,1,4.00,0,18,T
50382,ECE 7975,"Peitso-Holbrook, Teri",0,0,0,0,0,0,0,0.0,0,,21,21,T
50383,EPY 2050,"Woods, Kalisha",21,5,0,0,1,0,27,7.1,1,3.67,0,28,E
50384,EPY 7975,"Renken, Maggie",0,0,0,0,0,0,0,0.0,0,,50,50,T
50388,EDCI 6600,"Klein, Sarah",16,0,0,0,0,0,16,0.0,0,4.25,0,16,T
50389,EDMT 6560,"Garner, Ashley",9,1,0,0,0,0,10,9.1,1,4.00,0,11,T
50391,ECON 2100,"Ocampo, Hernan",4,3,8,1,0,0,16,11.1,1,2.50,1,18,T
50392,ECON 2100,"Ross, Glenwood",8,7,1,0,2,0,18,15.8,1,3.06,0,19,T
50394,ECON 2105,"Laury, Susan",10,8,8,3,6,0,35,30.8,3,2.31,1,39,T
50395,ECON 2106,"Dastan, Seyedmasood",12,13,16,3,6,0,50,19.6,1,2.46,0,51,T
50396,ECON 2106,"Ocampo, Hernan",8,12,14,1,5,0,40,21.7,4,2.40,2,46,T
50397,ECON 2106,"Beltran Silva, Francisco",10,12,4,2,0,0,28,10.0,1,3.14,1,30,T
50401,ECON 9500,"Tchernis, Rusty",0,0,0,0,0,0,0,0.0,0,,39,39,T
50402,NURS 3710,"Bates, Teresa",7,27,1,0,0,0,35,0.0,0,3.31,1,36,T
50403,NURS 3610,"Marcus, Jessica",26,7,0,0,0,0,33,0.0,0,3.85,0,33,T
50404,EDBT 3020,"Burns, Janet",23,2,0,0,0,0,25,3.9,1,3.96,0,26,T
50405,EDBT 3360,"Burns, Janet",21,4,0,0,0,0,25,3.9,1,3.92,0,26,T
50406,CHEM 1212 K,"Alghoul, Zahra",1,5,10,2,0,0,18,27.3,4,2.28,0,22,T
50429,CHEM 8910,"Fang, Ning",0,0,0,0,0,0,0,0.0,0,,7,7,T
50437,CHEM 8910,"Fang, Ning",0,0,0,0,0,0,0,0.0,0,,6,6,T
50474,BIOL 7802,"Brewer, Matthew",0,0,0,0,0,0,0,0.0,0,,6,6,T
50558,BIOL 8800,"Houghton, John",0,0,0,0,0,0,0,0.0,0,,6,6,T
50576,BIOL 8800,"Pierce, George",0,0,0,0,0,0,0,0.0,0,,8,8,T
50579,CSC 4520,"Estrada, Rolando",8,22,9,2,0,0,41,9.3,2,2.93,0,43,T
50613,COMM 8780,"Lisby, Gregory",0,0,0,0,0,0,0,2.9,1,,33,34,T
50625,BIOL 2310,"Maxwell, Robert",1,3,5,0,0,0,9,10.0,1,2.56,0,10,T
50785,BIOL 9999,"Liu, Zhi-Ren",0,0,0,0,0,0,0,0.0,0,,6,6,T
50786,BIOL 9999,"Liu, Zhi-Ren",0,0,0,0,0,0,0,0.0,0,,6,6,T
50855,CHEM 8910,"Henary, Maged",0,0,0,0,0,0,0,0.0,0,,7,7,T
50865,HADM 4800,"Townsend, Kyle",6,2,2,0,0,0,10,0.0,0,3.40,0,10,H
50888,BIOL 2107 K,"Sylvester, Jonathan",6,7,7,2,0,0,22,9.1,0,2.77,0,22,T
50889,BIOL 2108 K,"Nusnbaum, Matthew",10,9,3,0,2,0,24,8.3,0,3.08,0,24,T
50893,SOCI 3156,"Ryan, Maura",6,4,1,0,0,0,11,0.0,0,3.45,0,11,T
50898,PHIL 1010,"Alvarado, Hugo",4,5,10,1,0,0,20,9.1,1,2.55,1,22,T
50903,NURS 7342,"Gay, Linda",8,22,2,0,0,0,32,2.7,1,3.31,4,37,T
50904,NURS 7430,"Carmon, Myra",6,1,0,0,0,0,7,0.0,0,3.86,0,7,H
50912,MGS 3100,"Gu, Wenjun",22,12,3,1,0,0,38,9.8,3,3.42,0,41,H
50914,MGS 3400,"Lewis, Gabriella",25,12,2,1,2,0,42,7.0,0,3.36,1,43,T
50915,MGS 3400,"Lewis, Gabriella",29,13,0,1,1,0,44,4.4,0,3.52,1,45,T
50916,MGS 3400,"Butler, Deborah",43,3,1,0,0,0,47,0.0,0,3.87,1,48,T
50917,MGS 3400,"Waldrop, Jessica",9,9,1,0,0,0,19,4.8,1,3.42,1,21,T
50931,BCOM 3950,"Sandmeier, Miglena",23,1,1,0,0,0,25,0.0,0,4.08,0,25,T
50934,GERO 8910,"Mingo, Chivon",0,0,0,0,0,0,0,0.0,0,,6,6,T
50935,GERO 8990,"Burgess, Elisabeth",0,0,0,0,0,0,0,0.0,0,,6,6,T
50943,ASTR 9999,"Henry, Todd",0,0,0,0,0,0,0,0.0,0,,6,6,T
50949,PHYS 8710,"Stockman, Mark",0,0,0,0,0,0,0,0.0,0,,6,6,T
50962,PHYS 8999,"Stockman, Mark",0,0,0,0,0,0,0,0.0,0,,6,6,T
50973,BIOL 2300,"Beirne, Mark",8,18,12,0,0,0,38,9.5,4,2.95,0,42,T
50974,BIOL 3800,"Song, Chi-Sun",15,16,15,5,3,0,54,16.1,1,2.70,1,56,T
50976,MATH 2212,"Pidgeon, Brian",21,4,4,3,1,1,34,21.1,3,3.26,1,38,T
50977,CPS 6020,"Mason, Erin",18,0,0,0,0,0,18,0.0,0,4.00,0,18,T
50979,CPS 8440,"Whatley, Jillian",11,0,0,0,0,0,11,0.0,0,4.27,0,11,T
50980,NURS 3510,"Manning, Karis",10,20,2,1,0,0,33,3.0,0,3.27,0,33,T
50982,RE 4950,"Lee, Terri",5,2,1,0,0,0,8,11.1,1,3.50,0,9,T
50983,CRJU 3020,"Hill, Kirsten",3,7,1,2,1,0,14,21.4,0,2.64,0,14,T
50985,LAW 6000,"Lawlor, Leila",17,28,12,1,0,0,58,6.5,3,3.07,1,62,T
50986,LAW 7435,"Teusink, Eric",4,17,1,0,0,0,22,0.0,0,3.09,0,22,T
50993,BIOL 6900,"Pierce, George",0,0,0,0,0,0,0,0.0,0,,6,6,T
51017,BIOL 6900,"Liu, Zhi-Ren",0,0,0,0,0,0,0,12.5,1,,7,8,T
51028,CSC 8981,"Cao, Xiaojun",0,0,0,0,0,0,0,0.0,0,,6,6,T
51029,HADM 4600,"Boo, Soyoung",19,0,0,0,0,0,19,0.0,0,3.95,0,19,F
51030,BIOL 7802,"Maxwell, Robert",0,0,0,0,0,0,0,0.0,0,,8,8,T
51032,BIOL 7802,"Brewer, Matthew",0,0,0,0,0,0,0,0.0,0,,8,8,T
51056,MBA 8015,"Nelson, Veatrice",9,10,0,0,0,0,19,0.0,0,3.47,0,19,T
51057,MBA 8030,"Thielman, John",15,7,0,0,0,0,22,0.0,0,3.68,2,24,T
51058,BIOL 1103 K,"Poole, Therese",8,9,2,1,0,0,20,9.5,1,3.25,0,21,T
51060,ART 1010,"Ford, Larkin",15,4,0,1,0,0,20,5.0,0,3.65,0,20,T
51092,MUS 1450,"LeMay, Marc",1,3,1,0,1,0,6,16.7,0,2.67,0,6,T
51094,PHIL 2010,"Briggs, Thomas",8,2,0,0,1,0,11,9.1,0,3.36,0,11,T
51095,MATH 1111,"Sarkar, Sutandra",16,7,11,2,8,0,44,33.3,7,2.55,0,51,E
51096,CRJU 3410,"Sanchez, Matheson",12,9,3,2,1,0,27,17.2,2,3.04,0,29,T
51097,NURS 2010,"Grantham, Carol",17,2,3,1,0,0,23,8.3,1,3.57,0,24,E
51098,ECON 4220,"Barnett, Sarah Beth",9,9,5,2,1,0,26,14.8,1,2.92,0,27,T
51103,MGS 4020,"Wong, Steve",11,15,2,1,1,0,30,6.7,0,3.13,0,30,T
51104,EPS 9990,"Esposito, Jennifer",0,0,0,0,0,0,0,0.0,0,,9,9,T
51107,SOCI 9998,"Ainsworth, James",0,0,0,0,0,0,0,0.0,0,,8,8,T
51112,ASTR 8710,"Henry, Todd",5,1,0,0,0,0,6,0.0,0,3.83,0,6,T
51116,PT 7250,"Huggins, Carla",0,0,0,0,0,0,0,0.0,0,,40,40,T
51128,ACCT 2101,"Clark, Kris",18,12,14,3,1,0,48,11.3,2,2.94,3,53,T
51130,BIOL 8888,"Maxwell, Robert",10,2,0,0,0,0,12,0.0,0,3.83,1,13,T
51132,EDCI 6600,"Junor-Clarke, Pier",6,4,0,0,0,0,10,0.0,0,3.50,1,11,E
51134,CRJU 7980,"Sevigny, Eric",0,0,0,0,0,0,0,0.0,0,,14,14,T
51145,CHEM 1151 K,"Tsitovich, Pavel",8,5,1,0,2,0,16,21.1,2,3.13,1,19,T
51169,RELS 8960,"Bassett, Molly",0,0,0,0,0,0,0,0.0,0,,8,8,T
51170,SPAN 3395,"Rodrigo, Victoria",6,2,0,0,0,0,8,0.0,0,3.75,0,8,T
51175,MK 4100,"Cohen, Gregory",9,22,10,1,1,0,43,4.6,0,2.84,1,44,T
51178,FREN 3395,"Huff, Robin",8,4,0,0,0,0,12,0.0,0,3.75,0,12,T
51179,PT 7850,"Huggins, Carla",0,0,0,0,0,0,0,0.0,0,,41,41,T
51301,PSYC 9920,"Kuperminc, Gabriel",0,0,0,0,0,0,0,0.0,0,,10,10,T
51316,PSYC 9920,"Washburn, David",0,0,0,0,0,0,0,0.0,0,,7,7,T
51319,PT 7825,"Tsai, Liang-Ching",31,10,0,0,0,0,41,0.0,0,3.76,0,41,T
51332,HIST 7010,"Grubbs, Larry",7,0,0,0,0,0,7,0.0,0,4.00,1,8,T
51334,CHEM 3110,"Pascoe, Keith",15,17,8,1,0,0,41,4.8,1,3.17,0,42,T
51335,PSYC 4100,"Offutt, Heather",23,11,5,0,0,0,39,4.9,2,3.46,0,41,T
51337,SPAN 1002,"Fuster, Michelle",2,3,4,0,0,0,9,0.0,0,2.78,0,9,T
51338,CHEM 4190,"Ahuja, Tarushee",3,5,3,0,0,0,11,0.0,0,2.91,2,13,T
51339,CHEM 6190,"Ahuja, Tarushee",6,0,0,0,0,0,6,0.0,0,4.00,0,6,T
51340,ART 8700,"Harvey, Wesley",0,0,0,0,0,0,0,7.4,2,,25,27,T
51342,ECON 2105,"Eau, Grace",22,3,2,2,0,0,29,6.7,0,3.76,1,30,T
51344,BIOL 2310,"Maxwell, Robert",6,5,4,3,0,0,18,15.8,0,2.72,1,19,T
51354,RT 1010,"Law, Jocelyn",17,0,0,0,0,0,17,0.0,0,4.00,1,18,T
51356,CPS 8390,"Wolfe, Amanda",15,2,0,0,0,0,17,0.0,0,3.88,0,17,H
51358,BIOL 7802,"Maxwell, Robert",0,0,0,0,0,0,0,0.0,0,,8,8,T
51360,FI 4391,"Gay, Gerald",8,0,0,0,0,0,8,11.1,1,4.00,0,9,F
51361,FI 8391,"Gay, Gerald",9,0,0,0,0,0,9,0.0,0,4.00,0,9,F
51374,HIST 3220,"Castro, Mauricio",10,1,0,0,1,0,12,7.7,0,3.50,1,13,T
51375,HIST 2110,"Marshall, Amani",7,6,1,0,1,0,15,12.5,1,3.13,0,16,T
51377,MBA 8025,"Gingras, Jean-Pascal",9,14,0,0,2,0,25,8.0,0,3.16,0,25,T
51378,MBA 8135,"Fendler, Richard",16,27,4,0,0,0,47,0.0,0,3.26,0,47,T
51379,MBA 8145,"Johnston, Wesley",20,16,0,0,0,0,36,0.0,0,3.56,1,37,T
51380,MBA 8155,"Buysman, Loren",14,27,0,0,0,0,41,0.0,0,3.39,0,41,T
51381,CSC 2510,"Motevalialamoti, Saeid",6,1,3,0,2,0,12,21.4,1,2.75,1,14,T
51382,KH 2220,"Kim, Haneol",0,2,0,1,2,0,5,71.4,2,1.40,0,7,T
51383,KH 4280,"Ellis, Stephanie",4,9,6,1,1,0,21,9.5,0,2.67,0,21,T
51384,KH 4600,"Wu, Jianhua",5,13,0,0,0,0,18,0.0,0,3.28,1,19,T
51385,EXC 4020,"Scott, Jessica",16,10,0,1,1,0,28,6.9,0,3.39,1,29,E
51394,NUTR 6003,"Johnson, Jessica",0,0,0,0,0,0,0,0.0,0,,10,10,
51395,NURS 4620,"Schwarze, Lois",27,6,0,0,0,0,33,0.0,0,3.88,0,33,
51396,NURS 7550,"Eades, Lee",13,9,4,0,0,0,26,3.7,1,3.46,0,27,T
51397,NURS 7310,"Plitnick, Katherine",4,7,0,0,0,0,11,0.0,0,3.55,0,11,E
51409,BCOM 3950,"Pearson, Nicole",16,7,2,1,0,0,26,7.1,1,3.46,1,28,T
51410,CPS 8260,"Rice, Robert",22,1,0,0,0,0,23,0.0,0,3.96,0,23,T
51411,CPS 9660,"D'Anjou-Turner, Tamara-Louise",0,0,0,0,0,0,0,0.0,0,,10,10,T
51417,CSC 8940,"Cao, Xiaojun",0,0,0,0,0,0,0,0.0,0,,29,29,T
51420,RT 7011,"Murray, Robert",2,5,0,1,0,0,8,12.5,0,3.00,0,8,T
51421,RT 7070,"Shan, Shi Huh",8,0,0,0,0,0,8,0.0,0,4.00,0,8,T
51425,CSC 4320,"Zhang, Yanqing",10,19,2,0,0,0,31,11.1,4,3.29,1,36,T
51427,ENGL 3130,"Yu, Meng",14,3,0,0,0,0,17,10.5,2,3.76,0,19,T
51432,GSU 1010,"D'Andrea, Anna",12,8,2,1,2,0,25,12.0,0,3.08,0,25,T
51439,PT 7610,"Morelli, Kimberly",9,10,0,0,0,0,19,0.0,0,3.47,0,19,
51442,SOCI 9999,"Ainsworth, James",0,0,0,0,0,0,0,6.3,2,,30,32,T
51448,CPS 7450,"Zeligman, Melissa",38,0,0,0,0,0,38,0.0,0,4.00,0,38,T
51449,BIOL 2107 K,"Sylvester, Jonathan",8,7,4,0,3,0,22,13.6,0,2.82,0,22,T
51457,CIS 3260,"Aria, Andrea",6,12,7,2,3,0,30,24.2,3,2.43,0,33,T
51458,PHIL 2010,"Maccaro, Marisa",4,10,5,2,1,0,22,20.8,2,2.68,0,24,T
51463,ACCT 2101,"He, Hao",8,23,18,4,2,0,55,12.1,1,2.56,2,58,T
51466,MATH 3030,"Rozier, Kelvin",17,13,6,2,5,0,43,22.9,4,2.86,1,48,T
51467,PHYS 1111 K,"Evans, John",37,4,1,0,1,0,43,8.7,3,3.91,0,46,T
51468,PHYS 1112 K,"Wang, Ruili",26,22,2,1,0,0,51,1.9,0,3.51,1,52,T
51469,EPRS 7900,"Kaufmann, Jodi",21,3,0,0,1,0,25,4.0,0,3.72,0,25,E
51471,SOCI 3101,"Friedman, Sarah",9,7,5,1,3,0,25,15.4,0,2.68,1,26,T
51472,EXC 3560,"Gitonga, Lucy",6,3,0,0,0,0,9,0.0,0,3.67,0,9,T
51475,BIOL 2108 K,"Nusnbaum, Matthew",9,10,0,1,0,0,20,5.0,0,3.30,0,20,T
51476,BIOL 2108 K,"Nusnbaum, Matthew",9,6,4,1,2,0,22,17.4,1,2.86,0,23,T
51478,ACCT 4210,"Clark, Kris",15,16,5,1,1,0,38,9.8,2,3.08,1,41,T
51488,PT 7726,"Garcia, Jodan",21,1,0,0,0,0,22,0.0,0,3.95,0,22,T
51495,BIOL 6900,"Aneja, Ritu",0,0,0,0,0,0,0,0.0,0,,8,8,T
