CRN,A+,A,A-,B+,B,B-,C+,C,C-,D,F,WF,A-WF,DWF,W,Other,Total,Instruction Method
50157,1,3,4,2,2,2,1,0,0,0,0,0,15,10.00,2,3,20,T
50158,1,3,6,4,4,2,1,0,0,1,1,0,23,12.00,1,1,25,T
50159,0,2,2,3,8,1,1,0,0,0,0,0,17,10.00,2,1,20,T
50160,0,2,0,6,4,0,4,2,0,1,3,0,22,17.39,0,1,23,T
50161,0,5,4,3,5,3,1,1,0,1,0,0,23,8.33,1,0,24,T
50162,2,2,3,1,2,4,1,2,0,1,2,0,20,21.74,2,1,23,T
50163,0,4,4,1,0,0,0,0,0,0,0,0,9,0.00,0,0,9,T
50164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,55,55,T
50166,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30,1,76,77,T
50167,2,5,1,3,10,4,4,6,3,0,1,0,39,5.00,1,0,40,T
50168,1,0,1,2,5,8,5,6,1,1,1,2,33,14.29,1,1,35,T
50169,2,2,5,7,7,1,4,5,3,3,2,0,41,16.28,2,0,43,T
50170,1,2,1,1,10,2,2,5,6,2,1,0,33,11.43,1,1,35,T
50171,0,7,4,4,10,5,2,2,0,0,0,0,34,0.00,0,0,34,T
50172,2,0,4,2,0,2,3,0,0,0,0,0,13,7.14,1,0,14,T
50174,1,2,1,0,0,0,0,0,0,0,0,0,4,16.67,1,1,6,T
50175,5,5,0,4,0,1,1,0,0,0,0,0,16,15.79,3,0,19,T
50176,2,4,1,2,1,1,0,1,0,1,0,0,13,14.29,1,0,14,T
50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,9,9,T
50204,23,31,5,1,1,1,0,0,0,2,0,0,64,4.62,1,0,65,F
50207,4,3,4,3,3,2,0,1,0,0,1,0,21,4.76,0,0,21,T
50208,0,4,5,4,2,0,1,2,1,1,0,0,20,5.00,0,0,20,T
50209,0,1,3,4,6,1,2,1,0,0,1,0,19,14.29,2,0,21,T
50210,0,2,5,3,3,0,2,2,1,0,1,0,19,14.29,2,0,21,T
50213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,7,7,T
50217,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,35,35,T
50220,1,2,2,1,1,0,0,0,0,0,0,0,7,0.00,0,0,7,E
50221,0,5,0,2,0,0,0,0,0,0,0,0,7,0.00,0,0,7,E
50224,1,6,6,3,3,1,1,2,0,0,0,0,23,3.70,1,3,27,T
50229,14,6,7,8,8,6,0,9,0,6,4,0,68,21.33,6,1,75,T
50232,5,6,1,3,9,5,5,4,0,0,2,0,40,11.63,3,0,43,T
50233,4,1,0,3,2,0,0,1,0,0,0,0,11,0.00,0,0,11,T
50234,10,3,10,9,6,4,5,4,0,4,6,0,61,31.65,15,3,79,E
50235,8,10,7,1,2,2,1,0,0,1,1,0,33,15.38,4,2,39,T
50236,8,2,2,4,1,8,2,5,0,2,0,0,34,11.11,2,0,36,T
50237,3,9,3,0,2,3,0,2,0,1,1,0,24,29.03,7,0,31,T
50238,14,2,2,3,2,1,2,3,0,1,7,0,37,31.82,6,1,44,T
50239,14,4,1,2,4,2,0,7,0,2,1,0,37,25.53,9,1,47,T
50240,10,2,2,1,5,1,0,7,0,7,2,0,37,33.33,5,0,42,T
50241,3,3,1,2,3,1,2,3,0,3,6,0,27,39.39,4,2,33,T
50242,17,1,2,2,1,3,1,1,0,1,3,0,32,23.68,5,1,38,T
50243,1,0,0,0,3,0,0,6,0,3,1,0,14,33.33,1,0,15,T
50244,0,0,0,0,2,0,1,1,0,1,2,0,7,60.00,6,2,15,T
50245,0,1,2,1,0,0,0,1,0,1,0,0,6,37.50,2,0,8,T
50247,0,1,0,1,1,0,1,1,0,1,0,0,6,28.57,1,0,7,T
50252,1,3,1,2,4,0,0,1,0,0,1,0,13,20.00,2,0,15,T
50253,0,0,3,4,2,5,1,1,4,2,0,0,22,9.09,0,0,22,T
50254,1,10,3,4,3,2,1,0,0,0,0,0,24,3.85,1,1,26,T
50256,0,4,0,6,7,6,1,2,5,0,0,0,31,3.13,1,0,32,T
50258,0,4,8,4,1,0,0,0,0,0,0,0,17,10.53,2,0,19,T
50259,0,0,1,4,4,5,1,10,1,0,0,0,26,7.14,2,0,28,T
50261,0,11,0,1,3,0,0,1,0,1,2,0,19,30.43,4,0,23,T
50263,5,5,7,8,2,1,1,0,0,0,1,0,30,6.25,1,1,32,T
50264,21,3,2,0,0,0,0,0,0,0,1,0,27,13.33,3,0,30,T
50275,1,8,2,2,2,2,1,4,0,0,0,0,22,4.35,1,0,23,T
50276,0,2,5,1,3,1,0,2,3,1,1,0,19,19.05,2,0,21,T
50278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,27,27,T
50280,0,4,3,0,0,0,0,0,0,0,0,0,7,0.00,0,0,7,T
50292,15,22,3,4,1,1,1,1,0,0,2,0,50,5.77,1,1,52,T
50293,0,10,0,0,18,0,0,16,0,5,2,0,51,13.46,0,1,52,T
50294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,7,7,T
50299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,30,30,T
50309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,26,26,T
50315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,6,6,T
50318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,9,9,T
50319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,7,7,T
50320,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,33,33,T
50324,0,10,0,0,21,0,0,1,0,0,0,0,32,0.00,0,0,32,T
50325,0,8,0,0,10,0,0,1,0,1,0,0,20,5.00,0,0,20,T
50326,0,3,0,0,7,0,0,1,0,1,0,0,12,8.33,0,0,12,T
50327,0,18,0,0,13,0,0,1,0,0,0,0,32,0.00,0,0,32,T
50331,0,24,0,0,0,0,0,0,0,0,0,0,24,0.00,0,0,24,T
50335,4,3,2,0,1,2,0,0,0,0,0,0,12,0.00,0,0,12,T
50339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,16,16,T
50342,1,1,2,0,2,6,0,0,1,1,0,0,14,13.33,1,0,15,T
50343,0,4,3,1,1,4,0,2,0,1,2,0,18,26.09,3,2,23,T
50344,0,4,2,0,2,0,0,2,0,1,0,0,11,29.41,4,2,17,T
50345,0,5,1,4,2,1,0,1,0,0,0,0,14,11.76,2,1,17,T
50346,0,2,1,1,2,0,1,0,0,0,0,0,7,9.09,1,3,11,T
50347,0,0,3,1,3,1,0,3,0,2,2,0,15,25.00,0,1,16,T
50348,0,1,0,2,2,1,4,4,0,2,0,0,16,26.32,3,0,19,T
50350,1,1,0,0,0,2,2,0,0,1,0,0,7,12.50,0,1,8,T
50351,1,3,1,1,0,1,1,4,1,1,1,0,15,40.91,7,0,22,E
50353,0,0,0,0,0,0,0,0,0,0,0,0,0,12.50,1,7,8,T
50366,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,1,28,29,T
50367,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,1,28,29,T
50375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,11,11,T
50389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,11,11,T
50396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,6,6,T
50407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,70,70,T
50410,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,9,9,T
50411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,9,9,T
50413,0,1,3,2,6,1,2,2,0,0,0,0,17,0.00,0,1,18,T
50414,1,6,4,3,0,0,0,0,0,0,0,0,14,6.25,1,1,16,T
50415,1,4,3,0,6,1,1,3,0,3,1,0,23,16.67,0,1,24,T
50416,4,5,0,1,5,1,1,2,0,2,0,0,21,9.09,0,1,22,T
50417,1,8,3,1,4,1,0,1,0,0,2,0,21,16.67,2,1,24,T
50418,0,0,2,3,3,2,2,3,0,1,2,0,18,23.81,2,1,21,T
50419,0,1,0,0,6,1,2,3,0,1,0,0,14,13.33,1,0,15,T
50422,8,8,5,3,4,7,5,4,0,4,6,0,54,22.81,3,0,57,E
50425,0,16,0,0,3,0,0,0,0,0,0,0,19,0.00,0,0,19,T
50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,26,26,T
50428,0,18,0,0,6,0,0,2,0,0,0,0,26,10.34,3,0,29,E
50429,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,3,69,72,T
50434,13,0,0,0,0,0,0,0,0,0,0,0,13,0.00,0,0,13,T
50435,4,7,1,1,0,0,0,0,0,0,0,0,13,0.00,0,0,13,T
50436,0,4,1,1,0,1,0,0,0,0,0,0,7,12.50,1,0,8,H
50438,0,1,1,0,0,0,2,4,2,0,0,0,10,0.00,0,1,11,T
50439,6,0,0,0,4,3,1,2,0,2,0,0,18,10.53,0,1,19,T
50441,7,1,6,4,6,5,5,10,2,6,8,0,60,36.11,12,0,72,E
50442,1,4,3,3,3,4,4,1,2,3,2,0,30,19.35,1,0,31,T
50443,3,4,3,4,3,5,4,3,3,1,1,0,34,11.11,2,0,36,T
50444,19,20,10,3,5,3,2,1,0,0,0,0,63,3.08,2,0,65,T
50445,5,3,1,1,4,1,2,3,0,5,0,0,25,33.33,5,0,30,T
50449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,42,42,T
50451,0,16,0,12,1,0,0,0,0,0,0,0,29,0.00,0,0,29,T
50452,2,13,0,12,2,0,0,0,0,0,0,0,29,0.00,0,0,29,T
50453,8,8,10,1,4,2,0,0,0,0,0,0,33,0.00,0,0,33,T
50454,9,11,9,3,1,0,0,0,0,0,0,0,33,0.00,0,0,33,T
50455,9,4,3,3,7,3,4,5,1,0,1,0,40,15.22,6,0,46,T
50523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,10,10,T
50599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,6,6,T
50625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,9,9,T
50629,0,5,0,1,8,0,1,8,0,1,2,0,26,17.86,2,0,28,T
50630,0,1,0,0,1,0,0,0,0,0,0,0,2,0.00,0,4,6,T
50658,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,1,6,7,T
50669,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,1,37,38,T
50681,1,4,3,0,5,0,1,4,3,1,0,0,22,4.55,0,0,22,T
50854,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,1,5,6,T
50855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,6,6,T
50856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,6,6,T
50935,0,3,2,0,0,0,0,1,1,0,0,0,7,0.00,0,0,7,T
50954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,6,6,T
50957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,6,6,T
50958,2,4,3,0,3,2,1,4,1,1,2,0,23,16.67,1,0,24,T
50959,2,3,0,1,2,1,0,6,0,1,1,0,17,15.79,1,1,19,T
50963,5,3,3,1,1,0,0,3,0,0,0,0,16,5.56,1,1,18,T
50969,0,2,3,1,4,8,5,4,0,1,1,0,29,10.00,1,0,30,T
50976,0,23,0,20,5,0,0,0,0,0,0,0,48,2.04,1,0,49,T
50988,9,5,5,5,7,4,2,3,1,0,1,0,42,6.67,2,1,45,T
50990,6,13,8,9,7,2,0,0,0,0,0,0,45,0.00,0,0,45,T
50991,6,15,4,8,1,0,2,0,1,0,0,0,37,5.13,2,0,39,T
50992,7,22,3,1,3,1,0,1,0,0,0,0,38,0.00,0,0,38,T
50993,2,6,5,4,8,1,3,6,0,1,1,0,37,10.00,2,1,40,T
50996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,7,7,T
51008,5,15,2,2,2,2,0,0,1,0,0,0,29,0.00,0,0,29,T
51011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,7,7,T
51012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,8,8,T
51048,0,3,5,0,0,5,1,1,2,0,1,0,18,5.56,0,0,18,T
51050,0,7,1,3,13,7,2,6,2,2,5,0,48,24.56,7,2,57,T
51051,2,5,2,0,3,2,2,2,0,2,4,0,24,28.00,1,0,25,T
51053,5,10,5,5,2,2,0,0,0,0,3,0,32,16.67,3,1,36,T
51054,0,13,0,0,1,0,0,0,0,0,0,0,14,0.00,0,0,14,T
51055,0,8,0,0,0,0,0,0,0,0,0,0,8,0.00,0,0,8,T
51056,14,0,0,0,0,0,0,0,0,0,0,0,14,0.00,0,0,14,T
51057,0,11,0,14,10,0,2,0,0,0,0,0,37,2.63,1,0,38,T
51058,0,6,0,5,6,0,1,0,0,0,0,0,18,0.00,0,1,19,T
51059,0,1,1,1,1,0,2,0,0,0,0,0,6,30.00,3,1,10,T
51060,0,1,2,1,5,1,0,4,0,0,2,0,16,17.65,1,0,17,T
51062,1,5,5,4,10,4,5,3,0,0,0,0,37,2.63,1,0,38,T
51063,0,2,6,7,6,6,3,0,0,0,0,0,30,3.23,1,0,31,T
51072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,9,9,T
51081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,6,6,T
51088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,6,6,T
51091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,7,7,T
51096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,9,9,T
51102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,9,9,T
51108,17,0,0,0,0,0,0,0,0,0,0,0,17,0.00,0,0,17,F
51140,0,1,4,6,0,0,0,0,0,0,0,0,11,0.00,0,0,11,T
51141,0,1,1,4,5,0,1,4,0,0,0,0,16,0.00,0,0,16,T
51142,1,5,0,1,3,0,2,4,0,1,1,0,18,20.00,2,0,20,T
51144,3,9,0,2,1,0,0,0,0,0,0,0,15,16.67,3,0,18,T
51177,3,2,1,0,0,0,0,0,0,0,0,0,6,0.00,0,0,6,T
51179,0,3,4,1,3,2,1,0,0,0,0,0,14,0.00,0,1,15,T
51181,4,5,3,3,2,5,1,7,0,3,9,0,42,41.18,9,0,51,E
51182,2,26,18,14,8,5,5,5,0,2,1,0,86,11.22,8,4,98,E
51183,1,12,0,2,1,0,2,4,0,0,0,0,22,8.33,2,0,24,E
51184,9,4,5,4,4,0,0,1,2,0,0,0,29,6.25,2,1,32,T
51190,0,4,6,5,5,3,0,1,2,0,0,0,26,3.70,1,0,27,T
51191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,9,9,T
51194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,7,7,T
51203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,41,41,T
51213,1,4,0,7,0,1,1,0,0,0,0,0,14,0.00,0,0,14,T
51216,8,9,5,2,7,1,4,1,1,2,0,0,40,7.32,1,0,41,T
51220,0,11,1,0,0,0,0,0,0,0,0,0,12,0.00,0,1,13,T
51222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,16,16,T
51235,1,0,5,4,4,0,2,2,1,2,1,0,22,31.03,6,1,29,T
51260,0,3,3,1,3,1,1,0,0,0,0,0,12,0.00,0,0,12,T
51264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,14,14,T
51265,2,3,10,19,3,0,1,0,0,0,0,0,38,2.50,1,1,40,T
51266,1,9,1,1,8,0,0,1,0,0,0,0,21,0.00,0,0,21,T
51267,2,6,1,1,1,0,0,0,0,0,0,0,11,0.00,0,0,11,T
51269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,41,41,T
51270,0,19,0,0,0,0,0,0,0,0,0,0,19,0.00,0,0,19,T
51383,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,6,6,T
51391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,7,7,T
51409,0,20,0,0,19,0,0,2,0,0,0,0,41,0.00,0,0,41,T
51419,0,1,0,0,0,0,0,0,0,0,0,0,1,0.00,0,5,6,T
51423,2,2,2,0,0,0,0,0,0,0,0,0,6,14.29,1,0,7,T
51426,0,7,4,5,4,2,2,2,0,2,0,0,28,7.14,0,0,28,T
51427,0,17,0,0,13,0,0,4,0,2,1,2,39,17.07,2,0,41,T
51429,0,0,1,0,0,2,5,2,0,0,0,0,10,9.09,1,0,11,T
51430,0,2,4,1,4,2,1,2,0,0,0,0,16,0.00,0,1,17,T
51432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,24,24,T
51434,20,5,1,4,3,3,1,2,0,0,0,0,39,4.65,2,2,43,T
51436,2,4,2,3,3,1,0,0,0,2,0,0,17,37.50,7,0,24,T
51445,0,1,0,0,3,1,2,0,1,2,2,0,12,35.71,1,1,14,T
51446,0,10,0,0,0,0,0,0,0,0,0,0,10,0.00,0,0,10,T
51448,0,14,0,0,6,0,0,0,0,0,0,0,20,4.55,1,1,22,H
51451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,13,13,T
51454,0,11,0,0,0,0,0,0,0,0,0,0,11,0.00,0,0,11,F
51467,7,3,1,1,0,0,0,0,0,0,0,0,12,0.00,0,1,13,T
51468,1,2,3,1,3,1,0,0,0,0,0,0,11,0.00,0,1,12,T
51470,0,0,1,2,2,3,3,0,0,0,0,0,11,0.00,0,0,11,T
51471,1,6,2,4,8,0,0,1,0,0,0,0,22,4.17,1,1,24,T
51472,0,8,7,2,0,0,0,0,0,0,0,0,17,0.00,0,0,17,T
51473,2,5,1,2,9,2,0,0,0,0,0,0,21,0.00,0,0,21,T
51474,1,3,2,1,5,0,0,1,0,0,0,0,13,7.14,1,0,14,T
51475,2,1,1,1,2,1,4,3,1,1,0,0,17,33.33,7,0,24,T
51476,1,2,1,4,5,4,2,2,1,2,0,0,24,11.54,1,1,26,T
51477,2,0,4,2,4,1,0,2,0,0,1,0,16,6.25,0,0,16,T
51478,0,13,0,0,6,0,0,5,0,1,1,0,26,17.24,3,0,29,E
51489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,12,12,
51490,2,22,0,6,3,0,0,0,0,0,0,0,33,0.00,0,0,33,
51491,0,15,0,8,5,0,1,0,0,0,0,0,29,0.00,0,0,29,T
51492,0,4,0,5,1,0,1,0,0,0,0,0,11,0.00,0,0,11,H
51500,3,6,0,0,0,0,0,0,0,0,0,0,9,0.00,0,0,9,
51504,1,4,2,2,4,2,3,1,3,0,2,0,24,21.43,4,0,28,T
51505,0,22,0,0,1,0,0,0,0,0,0,0,23,0.00,0,0,23,T
51507,34,1,0,0,0,0,0,0,0,0,0,0,35,2.78,1,0,36,
51514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,30,30,T
51516,2,1,1,0,0,1,0,1,0,0,0,0,6,0.00,0,1,7,T
51517,0,7,0,0,6,0,0,0,0,0,0,0,13,0.00,0,0,13,T
51518,0,13,0,0,0,0,0,0,0,0,0,0,13,0.00,0,0,13,T
51522,1,2,8,5,9,3,2,2,0,0,0,0,32,8.11,3,2,37,T
51524,3,6,4,2,1,1,1,0,0,0,0,0,18,9.52,2,1,21,T
51530,6,2,0,0,0,0,0,0,0,0,0,0,8,0.00,0,0,8,T
51535,0,3,3,0,0,0,0,0,0,0,0,0,6,0.00,0,0,6,T
51536,0,19,0,0,1,0,0,0,0,0,0,0,20,0.00,0,0,20,
51537,0,12,0,0,8,0,0,0,0,0,0,0,20,0.00,0,0,20,
51538,0,13,0,0,1,0,0,0,0,0,0,0,14,0.00,0,0,14,F
51541,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,1,30,31,T
51548,0,23,0,0,0,0,0,0,0,0,0,0,23,0.00,0,0,23,T
51549,2,2,1,1,2,1,3,4,1,0,2,0,19,22.73,3,0,22,T
51560,0,1,1,1,1,5,2,1,1,1,0,0,14,13.33,1,0,15,T
51561,0,3,1,3,7,0,2,1,0,1,0,0,18,10.53,1,0,19,T
51565,0,15,0,0,7,0,0,0,0,0,0,0,22,4.35,1,0,23,E
51566,1,5,3,3,9,5,5,3,6,3,2,0,45,11.11,0,0,45,T
51567,0,3,1,2,8,1,0,3,4,3,1,0,26,24.14,3,0,29,T
51568,15,0,2,1,3,0,0,0,0,0,0,0,21,0.00,0,0,21,T
51569,5,7,7,12,2,6,5,1,0,0,2,0,47,7.84,2,2,51,T
51570,23,12,0,2,7,0,0,0,0,0,0,0,44,10.00,5,1,50,T
51571,3,8,2,6,9,4,3,0,0,2,1,0,38,10.26,1,0,39,T
51573,0,25,0,0,0,0,0,0,0,0,0,0,25,0.00,0,0,25,E
51576,4,2,7,4,7,4,3,1,2,0,1,0,35,2.70,0,2,37,T
51577,2,1,8,1,0,0,0,2,0,0,0,0,14,0.00,0,0,14,T
51579,3,5,2,0,0,0,0,0,0,0,0,0,10,8.33,1,1,12,T
51581,0,1,4,2,3,0,0,0,0,0,0,0,10,9.09,1,0,11,T
51582,2,3,1,0,5,2,2,4,1,1,2,0,23,16.67,1,0,24,T
51583,1,5,1,1,5,1,2,3,0,0,1,0,20,13.64,2,0,22,T
51585,2,1,0,2,0,0,1,0,1,1,0,0,8,22.22,1,0,9,T
51597,0,17,0,0,3,0,0,0,0,0,0,0,20,0.00,0,0,20,T
51598,0,12,0,0,2,0,0,0,0,0,0,0,14,0.00,0,0,14,
51603,6,18,6,4,0,0,0,0,0,0,1,0,35,2.86,0,0,35,F
51607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,10,10,T
51608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,7,7,T
51615,0,1,1,0,5,1,0,3,1,1,2,0,15,33.33,3,0,18,T
51616,1,2,1,2,4,1,1,3,2,0,2,0,19,10.00,0,1,20,T
51617,1,2,6,6,7,4,5,1,1,1,0,0,34,2.94,0,0,34,T
51620,3,10,6,1,2,1,0,0,0,0,0,0,23,0.00,0,0,23,E
51622,0,3,0,0,5,1,2,6,0,0,0,0,17,5.56,1,0,18,T
51627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,7,7,T
51635,2,3,2,3,3,2,1,1,1,0,0,0,18,0.00,0,1,19,NT
51636,0,48,0,0,75,0,0,7,0,3,4,0,137,8.39,5,1,143,E
51637,0,9,0,0,41,0,0,32,0,2,2,0,86,9.68,5,2,93,E
51638,0,15,0,0,30,0,0,11,0,0,3,0,59,12.31,5,1,65,E
51639,2,3,1,3,3,4,5,1,0,1,1,0,24,15.38,2,0,26,T
51640,0,5,3,1,2,1,0,0,0,0,0,0,12,0.00,0,1,13,T
51641,4,7,7,2,2,2,2,1,0,0,0,0,27,0.00,0,0,27,T
51642,22,9,16,8,2,2,0,0,0,0,0,0,59,1.59,1,3,63,E
51644,0,0,0,0,0,0,0,0,0,0,0,0,0,12.50,1,7,8,T
51646,1,2,4,4,8,2,4,8,0,0,1,0,34,13.16,4,0,38,T
51647,1,1,1,0,4,4,5,7,7,2,1,0,33,28.57,9,0,42,T
51648,0,0,3,3,1,3,0,0,0,0,1,0,11,9.09,0,0,11,T
51650,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,8,8,T
