CRN,Course,Professor,A  (90-100),B  (80-89),C  (70-79),D  (60-69),F <60,WF,A- WF,DWF,W,CRS AVG,Other,Total,Instruction Method
80208,ENGL 2110,"Schmidt, Paul",13,10,1,0,1,0,25,4.0,0,3.32,0,25,T
80209,ENGL 2110,"Caison, Gina",4,9,3,0,1,0,17,5.9,0,3.00,0,17,T
80210,ENGL 2110,"Rajiva, Jay",13,6,2,0,0,0,21,4.4,1,3.52,1,23,T
80211,ENGL 2110,"Richtarik, Marilynn",8,6,6,0,0,0,20,16.7,4,3.20,0,24,T
80212,ENGL 2120,"Brown, Murray",12,18,3,0,0,0,33,5.7,2,3.30,0,35,T
80213,ENGL 2120,"Brown, Murray",9,19,2,0,0,0,30,8.8,3,3.30,1,34,T
80214,ENGL 2130,"Heath, Ryan",31,1,0,0,0,0,32,2.9,1,3.88,1,34,T
80215,ENGL 2130,"Marshall, Daniel",27,3,1,0,1,0,32,8.8,2,3.75,0,34,T
80216,ENGL 2130,"West, Elizabeth",9,5,0,1,2,0,17,22.7,2,3.06,3,22,T
80218,ENGL 3150 B,"Stoneberg, Michael",18,0,0,0,1,0,19,10.0,1,3.79,0,20,T
80219,ENGL 3160,"Joseph, Sheri",6,5,2,0,0,0,13,18.8,3,3.23,0,16,T
80224,FREN 1001,"Buteau, Emmanuel",16,5,3,1,0,0,25,7.7,1,3.44,0,26,T
80225,FREN 1001,"Diaby, Makani",11,5,5,1,2,0,24,27.6,5,2.96,0,29,T
80226,FREN 1002,"Mir-Mohammad-Sadeghi, Soheila",11,8,2,0,0,0,21,8.7,2,3.38,0,23,T
80227,FREN 1002,"Guerreiro-Aires, Mathias",21,3,2,0,0,0,26,10.3,3,3.69,0,29,T
80228,FREN 2001,"Sarac, Ioana",15,7,1,0,2,0,25,23.3,5,3.36,0,30,T
80230,FREN 8895,"Lecalvez, Eric",0,0,0,0,0,0,0,9.1,1,,10,11,T
80232,GEOG 1101,"Cook, Wayne",15,9,6,3,0,0,33,13.9,2,3.06,1,36,T
80237,GEOS 8060,"Meyer, Brian",0,0,0,0,0,0,0,0.0,0,,25,25,T
80241,GEOL 1121 K,"Hidalgo-Odio, Paulo",4,13,9,0,0,0,26,3.7,1,2.85,0,27,T
80242,GEOL 1121 K,"Hidalgo-Odio, Paulo",12,13,2,0,0,0,27,3.6,1,3.33,0,28,T
80243,GEOL 1121 K,"Hidalgo-Odio, Paulo",7,15,4,0,1,0,27,7.1,1,3.07,0,28,T
80244,GEOL 1121 K,"Hidalgo-Odio, Paulo",10,9,3,0,0,0,22,8.3,2,3.36,0,24,T
80245,GEOL 1121 K,"Hidalgo-Odio, Paulo",11,10,2,0,0,0,23,4.2,1,3.39,0,24,T
80246,GEOL 1122 K,"Elliott, W.",6,12,7,1,0,0,26,7.4,1,2.88,0,27,T
80247,GEOL 1122 K,"Elliott, W.",6,12,7,1,0,0,26,10.7,2,2.85,0,28,T
80248,GEOL 1122 K,"Davarpanah, Armita",12,12,1,1,0,0,26,13.8,3,3.38,0,29,T
80249,GEOL 1122 K,"Davarpanah, Armita",10,14,5,0,0,0,29,0.0,0,3.21,0,29,T
80250,GEOL 2001,"Kabengi, Nadine",15,23,12,5,2,0,57,16.7,3,2.79,0,60,T
80259,GRD 3000.00,"Gary, Meta",5,5,4,0,2,0,16,30.0,4,2.69,0,20,T
80260,GRD 3000.00,"Brown, Carrie",10,9,2,0,1,0,22,4.6,0,3.14,0,22,T
80261,GRMN 1001,"Huff, Robin",5,5,3,0,0,0,13,18.8,3,3.08,0,16,H
80262,GRMN 3311,"Stewart, Anna",4,4,3,0,1,0,12,8.3,0,2.83,0,12,T
80263,GSU 1010,"Cobb-Walgren, Cathy",16,7,0,0,0,0,23,0.0,0,3.74,0,23,T
80264,GSU 1010,"D'Andrea, Anna",16,2,0,1,1,0,20,10.0,0,3.75,0,20,T
80265,GSU 1010,"D'Andrea, Anna",21,2,1,0,0,0,24,0.0,0,4.00,0,24,T
80266,HIST 1111,"Wilding, Nicholas",10,3,0,0,1,0,14,7.1,0,3.43,0,14,T
80267,HIST 1111,"Jury, Joanna",7,9,3,0,0,0,19,5.0,1,3.21,0,20,T
80268,HIST 1111,"Jury, Joanna",7,9,3,1,0,0,20,9.5,1,3.15,0,21,T
80269,HIST 1111,"Jury, Joanna",11,7,0,0,2,0,20,10.0,0,3.30,0,20,T
80270,HIST 1111,"Flaschka, Monika",12,5,1,0,0,0,18,10.0,2,3.72,0,20,T
80273,HIST 1112,"Castro, Mauricio",7,6,2,1,0,0,16,16.7,2,3.13,0,18,T
80274,HIST 1112,"Castro, Mauricio",9,6,3,1,0,0,19,9.5,1,3.11,1,21,T
80275,HIST 1112,"Greeson, Helen",7,9,1,1,2,0,20,19.1,1,2.85,0,21,T
80279,HIST 2110,"Prechter, Ryan",17,2,0,0,0,0,19,0.0,0,4.05,0,19,T
80283,HIST 2110,"Marshall, Amani",8,7,5,0,0,0,20,4.8,1,3.10,0,21,T
80284,HIST 2110,"Grubbs, Larry",28,13,0,0,1,0,42,6.8,2,3.62,0,44,T
80285,HIST 2110,"McCreery, David",1,26,10,0,0,0,37,7.5,3,2.68,0,40,T
80286,HIST 2110,"Johnson, Timothy",8,6,4,2,0,0,20,10.0,0,3.05,0,20,T
80287,HIST 2110,"Marshall, Amani",1,6,5,2,2,0,16,29.4,1,2.06,0,17,T
80294,HIST 4990,"Eskew, Glenn",3,4,3,0,1,0,11,15.4,1,2.64,1,13,T
80295,HIST 8680,"Wilson, Kathryn",0,0,0,0,0,0,0,0.0,0,,11,11,T
80299,HIST 9999,"Cummings, Alexander",0,0,0,0,0,0,0,0.0,0,,32,32,T
80300,ID 3000,"Trugman, Catherine",13,2,3,2,0,0,20,10.0,0,3.30,0,20,T
80304,JOUR 1000,"Walter, Dror",16,15,7,5,2,0,45,19.2,2,2.84,0,47,T
80307,JOUR 1010,"Fabregat Rodergas, Eduard",7,7,3,1,0,0,18,5.6,0,3.11,0,18,T
80308,JOUR 2500,"Barthlow, Douglas",10,14,12,4,1,0,41,15.6,2,2.71,2,45,T
80309,JOUR 2500,"Russell, Benjamin",18,12,4,1,1,0,36,5.6,0,3.25,0,36,T
80310,JOUR 3560,"China, Chrystal",3,3,0,0,3,0,9,33.3,0,2.33,0,9,T
80311,JOUR 4540,"China, Chrystal",3,7,14,1,0,0,25,4.0,0,2.56,0,25,T
80315,JOUR 4980,"Barthlow, Douglas",15,1,1,0,0,0,17,5.3,1,3.76,1,19,T
80330,LAW 7350,"Timmons, Kelly",0,0,0,0,0,0,0,0.0,0,,60,60,T
80331,LAW 7405,"Wiseman, Patrick",0,0,0,0,0,0,0,0.0,0,,25,25,T
80332,LAW 7487,"Jones, Andrew",0,0,0,0,0,0,0,9.1,1,,10,11,T
80335,MATH 1101,"Alexander, Margo",8,7,6,0,1,0,22,4.4,0,3.05,1,23,T
80336,MATH 1101,"Brister, Barrett",6,6,3,3,1,0,19,28.6,2,2.74,0,21,T
80337,MATH 1101,"Akimova, Irina",6,3,4,1,4,0,18,36.4,3,2.44,1,22,T
80338,MATH 1101,"Liu, Weimin",13,7,3,3,5,0,31,39.5,7,2.71,0,38,T
80339,MATH 1111,"Arav, Marina",12,10,11,4,9,0,46,45.0,14,2.30,0,60,E
80340,MATH 1113,"Sarkar, Sutandra",5,3,1,3,1,0,13,35.7,1,2.62,0,14,T
80341,MATH 2211,"Rozier, Kelvin",6,9,5,5,5,0,30,37.5,2,2.27,0,32,T
80342,MATH 2211,"Rozier, Kelvin",2,1,1,1,2,0,7,42.9,0,2.00,0,7,T
80343,MATH 2211,"Rozier, Kelvin",12,8,6,1,3,0,30,21.2,3,2.83,0,33,T
80344,MATH 2215,"Akbas, Erol",20,9,10,1,4,0,44,17.0,3,2.93,0,47,T
80345,MATH 2420,"Zhao, Yi",8,15,3,3,4,0,33,27.8,3,2.64,0,36,T
80346,MATH 3000,"Yao, Yongwei",4,4,3,0,0,0,11,8.3,1,3.18,0,12,T
80347,MATH 4435,"Montiel, Mariana",9,7,7,9,4,0,36,39.5,2,2.28,0,38,T
80348,MATH 4441,"Montiel, Mariana",11,3,7,0,4,0,25,30.0,5,2.72,0,30,T
80350,MATH 4547,"Zhao, Yichuan",7,8,0,1,0,0,16,6.3,0,3.25,0,16,T
80351,MATH 4610,"Stewart, Michael",5,7,3,2,2,0,19,31.8,3,2.58,0,22,T
80353,MATH 6435,"Montiel, Mariana",10,3,2,1,0,0,16,16.7,2,3.50,0,18,T
80360,MTM 3010,"Jones, Steve",36,58,15,3,3,0,115,8.4,4,3.03,0,119,T
80361,MTM 3020,"Jones, Steve",12,10,2,0,0,0,24,4.0,1,3.38,0,25,T
80366,MUA 1700,"Gallo, Sergio",3,1,3,0,2,0,9,36.4,2,2.33,0,11,T
80367,MUA 1700,"Gallo, Sergio",9,0,0,0,0,0,9,10.0,1,4.11,0,10,T
80368,MUA 1930,"Maxwell, Tania",20,1,0,0,0,0,21,8.7,2,4.10,0,23,T
80369,MUA 1930,"Dokter, Julia",7,10,1,2,1,0,21,21.7,2,2.95,0,23,T
80373,MUS 1070,"Palmer, Michael",17,3,1,0,0,0,21,0.0,0,3.76,0,21,T
80374,MUS 1440,"McFarland, Mark",7,7,8,3,1,0,26,14.8,0,2.65,1,27,T
80375,MUS 1540,"Jenkins, Kyle",18,3,2,1,0,0,24,8.0,1,3.71,0,25,T
80377,MUS 1710,"Gallo, Sergio",7,4,1,0,0,0,12,0.0,0,3.58,0,12,T
80378,MUS 1710,"Gallo, Sergio",1,3,4,0,3,0,11,27.3,0,1.91,0,11,T
80379,MUS 1710,"Gallo, Sergio",5,5,1,0,0,0,11,0.0,0,3.45,0,11,T
80380,MUS 1710,"Gallo, Sergio",7,0,0,0,0,0,7,0.0,0,4.00,0,7,T
80381,MUS 1720,"Gallo, Sergio",4,1,0,0,1,0,6,16.7,0,3.33,0,6,T
80382,MUS 2440,"LeMay, Marc",9,5,8,2,2,0,26,15.4,0,2.65,0,26,T
80383,MUS 2490,"Reid, Thomas",8,1,0,0,1,0,10,18.2,1,3.50,0,11,T
80384,MUS 2540,"Rabinovitch, Gilad",4,4,0,0,0,0,8,11.1,1,3.50,0,9,T
80385,MUS 2710,"Gallo, Sergio",5,3,0,0,0,0,8,0.0,0,3.63,0,8,T
80386,MUS 2710,"Gallo, Sergio",3,4,3,1,0,0,11,23.1,2,2.82,0,13,T
80387,MUS 2710,"Gallo, Sergio",10,3,0,0,0,0,13,0.0,0,3.85,0,13,T
80388,MUS 2720,"Gallo, Sergio",1,4,4,0,1,0,10,18.2,1,2.40,0,11,T
80389,MUS 2780,"Sanchez, Jose",7,1,0,0,0,0,8,20.0,2,4.00,0,10,T
80391,MUS 3070,"Palmer, Michael",10,1,1,0,0,0,12,0.0,0,3.75,0,12,T
80398,MUS 4110,"Milam, Brent",3,11,3,0,0,0,17,0.0,0,3.00,0,17,T
80402,MUS 4730,"Pons, Victor",9,4,0,0,0,0,13,7.1,1,3.69,0,14,T
80403,MUS 4730,"Pons, Victor",9,1,2,0,0,0,12,7.7,1,3.58,0,13,T
80405,MUS 4800,"Albo, Francisco",10,10,0,0,3,0,23,13.0,0,3.04,0,23,T
80415,MUS 7070,"Palmer, Michael",12,0,0,0,0,0,12,0.0,0,4.17,0,12,T
80428,NURS 3510,"Gordon, Paula",5,23,7,1,1,0,37,5.4,0,2.95,0,37,T
80429,NURS 3710,"Bates, Teresa",11,57,1,0,0,0,69,1.4,1,3.33,0,70,T
80430,NURS 3810,"Sims, Traci",6,23,7,1,0,0,37,2.7,0,3.03,0,37,T
80432,NURS 4610,"Bates, Teresa",0,0,0,0,0,0,0,0.0,0,,45,45,T
80433,NURS 7600,"Demars, Laura",15,1,0,0,0,0,16,5.9,1,4.19,0,17,T
80434,NURS 7940,"Gay, Linda",32,0,0,0,0,0,32,0.0,0,4.16,0,32,T
80438,NURS 9990,"Spratling, Regena",0,0,0,0,0,0,0,0.0,0,,10,10,E
80439,NUTR 6002,"Johnson, Jessica",0,0,0,0,0,0,0,0.0,0,,8,8,T
80440,NUTR 6104,"Wanders, Desiree",22,3,1,0,0,0,26,0.0,0,3.81,0,26,E
80442,PERS 2001,"White, Marta",23,18,4,0,1,0,46,4.3,1,3.30,0,47,T
80443,PHIL 2010,"Opgenorth, Lucas",5,20,6,1,0,0,32,8.8,2,2.97,0,34,T
80444,PHIL 2010,"Fryfogle, Paul",12,13,7,0,1,0,33,8.6,2,3.12,0,35,T
80445,PHIL 2010,"Munroe, Samuel",6,17,7,0,2,0,32,11.8,2,2.78,0,34,T
80447,PHIL 8960,"Okeefe, Timothy",0,0,0,0,0,0,0,0.0,0,,48,48,T
80449,PHYS 1111 K,"Mani, Ramesh",9,9,4,0,0,0,22,0.0,0,3.23,2,24,T
80450,PHYS 1111 K,"Mani, Ramesh",7,5,6,2,0,0,20,14.3,1,2.85,0,21,T
80451,PHYS 1111 K,"Mani, Ramesh",2,6,1,1,0,0,10,8.3,0,2.90,2,12,T
80452,PHYS 1111 K,"Penumetcha, Vivekananda",6,6,7,2,0,0,21,9.5,0,2.76,0,21,T
80453,PHYS 1112 K,"Sarsour, Murad",8,9,4,0,1,1,23,8.7,0,3.00,0,23,T
80454,PHYS 2211 K,"Lei, Sidong",15,3,2,0,0,0,20,9.1,2,3.70,0,22,T
80455,PHYS 2211 K,"Lei, Sidong",17,6,0,0,0,0,23,4.2,1,3.83,0,24,T
80456,PHYS 2211 K,"Evans, John",17,3,2,0,0,0,22,4.4,1,3.82,0,23,T
80457,PHYS 2211 K,"Evans, John",4,3,4,0,0,0,11,8.3,1,3.09,0,12,T
80458,PHYS 2211 K,"Evans, John",7,8,7,0,0,0,22,8.3,2,3.14,0,24,T
80459,PHYS 2211 K,"Maune, Jeremy",4,4,5,1,1,0,15,23.5,2,2.53,0,17,T
80460,PHYS 2211 K,"Maune, Jeremy",3,3,4,0,1,0,11,16.7,1,2.55,0,12,T
80461,PHYS 2212 K,"Wang, Ruili",8,6,4,1,0,0,19,10.0,1,3.11,0,20,T
80462,PHYS 2212 K,"Wang, Ruili",0,5,2,0,0,0,7,0.0,0,2.57,0,7,T
80474,POLS 3140,"Fix, Michael",13,26,6,0,1,0,46,2.2,0,3.09,0,46,T
80475,POLS 3140,"Montgomery, Matthew",41,4,2,0,0,0,47,2.1,1,3.94,0,48,T
80477,POLS 4940,"Brown, Christopher",5,0,0,0,0,0,5,0.0,0,4.00,1,6,T
80482,POLS 8996,"Carlin, Ryan",0,0,0,0,0,0,0,0.0,0,,37,37,T
80483,POLS 8998,"Carlin, Ryan",0,0,0,0,0,0,0,4.0,1,,24,25,T
80484,POLS 8999,"Carlin, Ryan",0,0,0,0,0,0,0,2.3,1,,42,43,T
80486,PSYC 2040,"Langley, Nickolas",18,24,6,1,3,0,52,11.1,2,3.04,0,54,T
80487,PSYC 2070,"Swartout, Ashlyn",29,15,5,2,6,0,57,17.0,2,3.09,0,59,T
80488,PSYC 3110,"Cohen, Rachelle",6,10,7,3,0,0,26,11.1,0,2.73,1,27,T
80489,PSYC 3110,"Lazer, Jessica",33,7,3,0,2,0,45,4.4,0,3.53,1,46,T
80490,PSYC 3140,"Latzman, Robert",24,29,12,5,2,0,72,12.2,2,2.93,0,74,T
80492,PSYC 3140,"Bowling, Donald",36,27,5,1,0,0,69,8.1,5,3.42,0,74,T
80493,PSYC 3140,"Bowman, Sara",19,25,16,7,2,0,69,14.3,1,2.77,0,70,T
80494,PSYC 3520,"Tone, Erin",23,18,7,0,1,0,49,9.3,4,3.29,1,54,T
80496,PSYC 4020,"Altabe, Madeline",20,16,1,0,2,0,39,11.9,3,3.38,0,42,T
80497,PSYC 4040,"Ozcaliskan, Seyda",13,21,8,3,0,0,45,8.5,1,2.96,1,47,T
80498,PSYC 4040,"Stites, Lauren",14,11,2,1,1,0,29,10.0,1,3.28,0,30,T
80499,PSYC 4100,"Aharoni, Eyal",11,13,10,1,1,0,36,10.5,2,2.89,0,38,T
80500,PSYC 4120,"Beran, Michael",23,17,4,1,2,0,47,6.4,0,3.21,0,47,T
80501,PSYC 4160,"Lazer, Jessica",31,9,6,0,1,0,47,4.2,1,3.49,0,48,T
80502,PSYC 4160,"Weyermann, Andrea",6,12,18,6,4,0,46,23.4,1,2.26,0,47,T
80503,PSYC 4510,"Zorland, Jennifer",27,14,4,0,2,0,47,6.3,1,3.40,0,48,T
80504,PSYC 4610,"Da Rosa, Grace Dorea",19,18,6,2,1,0,46,6.5,0,3.13,0,46,T
80505,PSYC 4760,"Wilson, Megan",0,0,0,0,0,0,0,0.0,0,,11,11,T
80510,PSYC 8200,"Kuperminc, Gabriel",6,0,0,0,0,0,6,0.0,0,4.00,0,6,T
80511,PSYC 8490,"Sevcik, Rose",19,0,0,0,0,0,19,0.0,0,4.16,0,19,T
80512,PSYC 8999,"Mckee, Laura",0,0,0,0,0,0,0,0.0,0,,30,30,T
80513,PSYC 9940 A,"Sevcik, Rose",0,0,0,0,0,0,0,0.0,0,,10,10,T
80515,PSYC 9950 C,"Tully, Erin",0,0,0,0,0,0,0,0.0,0,,9,9,T
80516,PSYC 9950 E,"Tully, Erin",0,0,0,0,0,0,0,0.0,0,,31,31,T
