CRN,Course,Professor,A  (90-100),B  (80-89),C  (70-79),D  (60-69),F <60,WF,A- WF,DWF,W,CRS AVG,Other,Total,Instruction Method
50273,RT 3052,"Zimmerman, Ralph",11,17,1,0,0,0,29,0.0,0,3.34,0,29,E
50274,RT 4011,"Murray, Robert",3,4,0,0,0,0,7,0.0,0,3.43,0,7,E
50275,RT 4011,"Murray, Robert",8,12,2,0,0,0,22,0.0,0,3.27,0,22,E
50276,RT 4070,"Shan, Shi Huh",28,1,0,0,0,0,29,0.0,0,3.97,0,29,E
50280,RT 7090,"Culbreth, Rachel",39,0,0,0,0,0,39,0.0,0,4.00,0,39,E
50282,RT 7995,"Gardenhire, Doug",0,0,0,0,0,0,0,0.0,0,,16,16,E
50286,SOCI 8999,"Ainsworth, James",0,0,0,0,0,0,0,0.0,0,,11,11,E
50287,SPAN 1001,"Fuster, Michelle",11,10,1,3,0,0,25,17.9,2,3.20,1,28,E
50288,SPAN 1001,"Bristini, Jenny",11,11,1,0,0,0,23,11.1,3,3.30,1,27,E
50289,SPAN 1001,"Rodriguez, Orieth",28,1,0,0,0,0,29,0.0,0,3.90,0,29,E
50290,SPAN 1001,"Zackery, Shakira",15,8,3,0,0,0,26,3.6,1,3.42,1,28,E
50291,SPAN 1002,"Llorente, Raul",7,9,10,2,0,0,28,10.3,1,2.71,0,29,E
50292,SPAN 1002,"Fernandez, Hector",4,13,5,2,1,0,25,24.1,4,2.68,0,29,E
50293,SPAN 2002,"Bermudez, Maria",6,8,4,1,2,0,21,14.3,0,2.76,0,21,E
50294,SPAN 3303,"Moreno, Oscar",2,5,7,2,2,0,18,25.0,1,2.22,1,20,E
50296,SPAN 8895,"Rodrigo, Victoria",0,0,0,0,0,0,0,0.0,0,,6,6,E
50306,CSC 8981,"Wu, Yubao",0,0,0,0,0,0,0,0.0,0,,6,6,E
50327,MATH 8802,"Smirnova, Alexandra",0,0,0,0,0,0,0,0.0,0,,8,8,E
50343,CPS 7975,"Orr, Jonathan",0,0,0,0,0,0,0,0.0,0,,70,70,E
50345,CPS 9680,"D'Anjou-Turner, Tamara-Louise",0,0,0,0,0,0,0,0.0,0,,8,8,E
50346,CPS 9990,"Gilbride, Dennis",0,0,0,0,0,0,0,0.0,0,,18,18,E
50348,CHEM 1211 K,"Thota, Jyotsna",18,9,13,0,5,0,45,20.0,5,2.82,0,50,E
50351,ENGL 1102,"Rose, Jessica",10,6,3,0,2,0,21,20.0,3,3.05,1,25,E
50353,MATH 1113,"Sarkar, Sutandra",31,10,7,1,4,0,53,18.6,6,3.26,0,59,E
50355,EXC 7310,"Donehower, Claire",16,3,0,0,0,0,19,0.0,0,3.84,0,19,E
50356,ECE 7975,"Clough, Rebecca",0,0,0,0,0,0,0,0.0,0,,19,19,E
50358,EPY 7975,"Chilungu, Elizabeth",0,0,0,0,0,0,0,0.0,0,,57,57,E
50362,EDCI 6600,"Klein, Sarah",13,0,0,0,0,0,13,0.0,0,4.15,0,13,E
50363,EDMT 6560,"Junor-Clarke, Pier",12,2,2,0,2,1,19,15.8,0,3.05,0,19,E
50365,ECON 2100,"Ross, Glenwood",15,8,8,6,1,0,38,23.8,3,2.84,1,42,E
50366,ECON 2100,"Ross, Glenwood",21,9,4,10,1,0,45,27.7,2,2.89,0,47,E
50367,ECON 2105,"Laury, Susan",35,9,3,2,0,0,49,12.3,5,3.57,3,57,E
50368,ECON 2106,"Almada, Lorenzo",33,20,1,2,2,0,58,8.5,1,3.36,0,59,E
50369,ECON 2106,"Castellanos, Kenneth",26,19,7,1,4,0,57,11.9,2,3.09,0,59,E
50370,ECON 2106,"Almada, Lorenzo",29,15,7,0,3,0,54,12.1,4,3.22,0,58,E
50374,ECON 9500,"Heutel, Garth",0,0,0,0,0,0,0,0.0,0,,33,33,E
50375,NURS 3710,"Bates, Teresa",8,23,2,0,0,0,33,0.0,0,3.33,0,33,E
50376,NURS 3610,"Marcus, Jessica",18,15,1,0,0,0,34,0.0,0,3.59,0,34,E
50421,CHEM 8910,"Wang, Binghe",0,0,0,0,0,0,0,0.0,0,,7,7,E
50447,BIOL 7802,"Brewer, Matthew",0,0,0,0,0,0,0,0.0,0,,10,10,E
50552,CSC 4520,"Glebova, Olga",21,22,6,0,1,0,50,5.8,2,3.22,0,52,E
50554,CSC 8981,"Angryk, Rafal",0,0,0,0,0,0,0,0.0,0,,10,10,E
50576,SOCI 9999,"Ainsworth, James",0,0,0,0,0,0,0,11.1,1,,8,9,E
50585,COMM 8780,"Lisby, Gregory",0,0,0,0,0,0,0,0.0,0,,20,20,E
50597,BIOL 2310,"Maxwell, Robert",9,7,0,0,3,0,19,27.3,3,3.05,0,22,E
50667,COMM 9999,"Lisby, Gregory",0,0,0,0,0,0,0,0.0,0,,20,20,E
50827,CHEM 8910,"Henary, Maged",0,0,0,0,0,0,0,0.0,0,,13,13,E
50863,SOCI 3156,"Kummerow Brown, Kiersten",17,11,4,0,5,0,37,21.4,4,2.95,1,42,E
50866,PHIL 1010,"Zhang, Xin",10,14,2,5,4,0,35,40.9,9,2.49,0,44,E
50871,NURS 7342,"Carman, Catherine",5,10,2,0,0,0,17,7.1,2,3.35,9,28,E
50879,MGS 3100,"Roth, Wendy",16,16,5,0,2,0,39,11.9,3,3.18,0,42,E
50881,MGS 3400,"Waldrop, Jessica",22,14,4,0,2,0,42,7.0,1,3.40,0,43,E
50882,MGS 3400,"Waldrop, Jessica",29,0,3,3,1,0,36,15.6,3,3.64,6,45,E
50883,MGS 3400,"Butler, Deborah",38,2,0,0,0,0,40,0.0,0,4.10,0,40,E
50884,MGS 3400,"Paule, David",19,22,14,1,0,0,56,5.1,2,3.02,1,59,E
50898,BCOM 3950,"Sandmeier, Miglena",29,5,0,0,1,0,35,10.5,3,3.86,0,38,E
50902,GERO 8990,"Burgess, Elisabeth",0,0,0,0,0,0,0,0.0,0,,12,12,E
50916,PHYS 8710,"Stockman, Mark",0,0,0,0,0,0,0,0.0,0,,7,7,E
50929,PHYS 8999,"Stockman, Mark",0,0,0,0,0,0,0,0.0,0,,6,6,E
50939,BIOL 2300,"Zellars, Malcolm",63,20,2,2,6,0,93,12.4,4,3.43,0,97,E
50940,BIOL 3800,"Poole, Therese",38,13,3,2,2,0,58,11.5,3,3.41,0,61,E
50942,MATH 2212,"Pidgeon, Brian",11,9,5,1,2,0,28,16.2,3,3.00,6,37,E
50943,CPS 6020,"Mason, Erin",22,1,0,0,0,0,23,0.0,0,3.96,0,23,E
50944,CPS 8440,"Oliver, Kimberly",12,1,0,0,0,0,13,0.0,0,3.92,0,13,E
50945,NURS 3510,"Manning, Karis",12,18,2,0,0,0,32,0.0,0,3.47,0,32,E
50947,CRJU 3020,"Harris, Michelle",7,15,6,0,0,0,28,6.7,2,2.96,0,30,E
50949,LAW 6000,"Marshall, John",4,3,3,0,0,0,10,0.0,0,3.10,0,10,E
50950,LAW 7435,"Gordon, Meghan",13,10,2,0,0,0,25,10.7,3,3.36,0,28,E
50981,BIOL 6900,"Liu, Zhi-Ren",0,0,0,0,0,0,0,0.0,0,,6,6,E
50994,BIOL 7802,"Maxwell, Robert",0,0,0,0,0,0,0,0.0,0,,8,8,E
50996,BIOL 7802,"Brewer, Matthew",0,0,0,0,0,0,0,0.0,0,,10,10,E
51018,MBA 8015,"Nelson, Veatrice",14,13,0,0,0,0,27,0.0,0,3.52,0,27,E
51019,MBA 8030,"Thielman, John",27,10,2,0,0,0,39,0.0,0,3.56,0,39,E
51020,BIOL 1103 K,"Artinian, Liana",15,12,4,2,3,0,36,16.2,1,2.92,0,37,E
51021,ART 1010,"Ford, Larkin",13,4,3,0,0,0,20,0.0,0,3.55,0,20,E
51042,CSC 8982,"Angryk, Rafal",0,0,0,0,0,0,0,0.0,0,,11,11,E
51049,CSC 8981,"Li, Yingshu",0,0,0,0,0,0,0,0.0,0,,6,6,E
51053,MUS 1450,"LeMay, Marc",5,1,2,1,0,1,10,30.8,2,2.80,1,13,E
51055,PHIL 2010,"Drusda, Alexander",13,8,5,1,0,0,27,10.3,2,3.15,0,29,E
51056,MATH 1111,"Sarkar, Sutandra",18,13,12,2,3,0,48,20.4,6,2.90,0,54,E
51057,CRJU 3410,"Cole, Tessa",52,5,1,2,2,0,62,7.9,1,3.71,0,63,E
51058,NURS 2010,"Grantham, Carol",17,7,1,2,0,0,27,10.7,1,3.56,0,28,E
51059,ECON 4220,"Farhidi, Faraz",25,10,0,0,0,0,35,5.4,2,3.74,0,37,E
51064,MGS 4020,"Wong, Steve",17,19,9,0,0,0,45,2.1,1,3.16,1,47,E
51065,EPS 9990,"Esposito, Jennifer",0,0,0,0,0,0,0,0.0,0,,13,13,E
51077,PT 7250,"Huggins, Carla",0,0,0,0,0,0,0,2.2,1,,44,45,E
51089,ACCT 2101,"Clark, Kris",18,25,13,2,0,0,58,5.1,1,3.05,0,59,F
51091,BIOL 8888,"Maxwell, Robert",6,1,0,0,0,0,7,0.0,0,4.00,0,7,E
51093,EDCI 6600,"Junor-Clarke, Pier",12,3,1,0,2,1,19,15.8,0,3.05,0,19,E
51095,CRJU 7980,"Daigle, Leah",0,0,0,0,0,0,0,0.0,0,,29,29,E
51106,CHEM 1151 K,"Alghoul, Zahra",11,14,10,3,2,0,40,28.6,9,2.70,0,49,E
51132,EDCI 7975,"Tinker-Sachs, Gertrude",0,0,0,0,0,0,0,0.0,0,,8,8,E
51133,MK 4100,"Nim, Nandini",19,23,3,0,0,0,45,2.1,1,3.47,2,48,E
51135,PT 7850,"Huggins, Carla",0,0,0,0,0,0,0,0.0,0,,39,39,E
51274,PT 7825,"Tsai, Liang-Ching",29,9,1,0,0,0,39,0.0,0,3.72,0,39,E
51287,HIST 7010,"Mcmillian, John",11,6,0,0,0,0,17,0.0,0,3.65,3,20,E
51289,CHEM 3110,"Mutanyatta-Comar, Joan",33,9,3,0,1,0,46,6.1,2,3.63,1,49,E
51292,SPAN 1002,"Fernandez, Hector",7,11,3,2,1,1,25,25.0,3,2.80,0,28,E
51295,ART 8700,"Harvey, Wesley",0,0,0,0,0,0,0,0.0,0,,28,28,E
51297,ECON 2105,"Eau, Grace",20,18,8,0,1,0,47,2.1,0,3.17,0,47,E
51299,BIOL 2310,"Maxwell, Robert",13,4,0,1,1,0,19,22.7,3,3.47,0,22,E
51310,CPS 8390,"Sapp, Tanisha",13,2,0,0,0,0,15,16.7,3,3.87,0,18,E
51312,BIOL 7802,"Maxwell, Robert",0,0,0,0,0,0,0,0.0,0,,9,9,E
51326,HIST 3220,"Mcmillian, John",11,15,4,1,0,0,31,6.3,1,3.16,0,32,E
51327,HIST 2110,"Fagnan, Louis",14,4,0,1,0,0,19,10.0,1,3.63,0,20,E
51329,MBA 8025,"Gingras, Jean-Pascal",13,13,5,1,1,0,33,13.9,3,3.06,0,36,E
51330,MBA 8135,"Ryan, Harley",21,30,6,1,0,0,58,5.0,2,3.22,0,60,E
51331,MBA 8145,"Johnston, Wesley",29,12,0,0,0,0,41,0.0,0,3.66,0,41,E
51332,MBA 8155,"Buysman, Loren",13,25,0,0,0,0,38,5.0,2,3.42,0,40,E
51333,CSC 2510,"Tsyvina, Viachaslau",5,9,3,0,1,0,18,10.0,1,2.94,1,20,E
51337,EXC 4020,"Mckinney, Tracy",19,10,3,0,1,0,33,5.7,1,3.39,1,35,E
51346,NUTR 6003,"Johnson, Jessica",0,0,0,0,0,0,0,0.0,0,,10,10,E
51347,NURS 4620,"Schwarze, Lois",8,18,0,0,0,0,26,0.0,0,3.42,0,26,E
51348,NURS 7550,"Eades, Lee",7,16,1,0,0,0,24,7.7,2,3.38,0,26,E
51349,NURS 7310,"Plitnick, Katherine",4,6,2,0,0,0,12,0.0,0,3.25,0,12,E
51360,BCOM 3950,"Mcgowan, Andrew",18,7,5,2,0,0,32,18.9,5,3.19,0,37,E
51361,CPS 8260,"Rice, Robert",17,1,0,0,0,0,18,0.0,0,3.94,0,18,E
51362,CPS 9660,"D'Anjou-Turner, Tamara-Louise",0,0,0,0,0,0,0,0.0,0,,6,6,E
51363,NURS 7600,"Demars, Laura",28,0,0,0,0,0,28,3.5,1,4.21,0,29,E
51368,CSC 8940,"Cao, Xiaojun",0,0,0,0,0,0,0,0.0,0,,18,18,E
51370,RT 7011,"Murray, Robert",5,2,0,1,0,0,8,12.5,0,3.38,0,8,E
51371,RT 7070,"Shan, Shi Huh",7,1,0,0,0,0,8,0.0,0,3.88,0,8,E
51375,CSC 4320,"Yan, Zhisheng",20,14,6,2,0,0,42,11.1,3,3.24,0,45,E
51378,EDCI 8810,"Tinker-Sachs, Gertrude",5,0,0,0,0,0,5,0.0,0,4.00,9,14,E
51388,PT 7610,"Morelli, Kimberly",15,6,0,0,0,0,21,4.6,1,3.71,0,22,E
51391,SOCI 9999,"Ainsworth, James",0,0,0,0,0,0,0,0.0,0,,31,31,E
51397,CPS 7450,"Ashby, Jeffrey",25,4,0,0,0,0,29,0.0,0,3.86,0,29,E
51405,CIS 3260,"Aria, Andrea",29,49,6,2,2,0,88,12.4,8,3.10,1,97,E
51406,PHIL 2010,"Escobar, Allison",26,5,2,0,0,0,33,2.9,1,3.70,0,34,E
51410,ACCT 2101,"Clark, Kris",22,17,14,2,2,0,57,17.2,7,2.96,0,64,E
51411,MATH 3030,"Rizzo, R.",43,4,1,0,1,0,49,3.9,1,3.82,1,51,E
51412,PHYS 1111 K,"McMillan, James",26,15,9,2,1,0,53,12.3,4,3.17,0,57,E
51413,PHYS 1112 K,"Wang, Ruili",28,19,3,0,4,0,54,15.3,5,3.28,0,59,E
51414,EPRS 7900,"Kaufmann, Jodi",21,4,0,0,0,0,25,0.0,0,3.84,0,25,E
51416,EXC 3560,"Gitonga, Lucy",14,4,0,0,0,0,18,0.0,0,3.72,0,18,E
51421,ACCT 4210,"Harroway, Freddie",41,12,5,2,2,0,62,9.4,2,3.45,0,64,E
51431,PT 7726,"Garcia, Jodan",14,2,0,0,0,0,16,0.0,0,3.88,0,16,E
51436,BIOL 6900,"Aneja, Ritu",0,0,0,0,0,0,0,0.0,0,,8,8,E
51445,BIOL 1103 K,"Artinian, Liana",13,13,7,1,2,0,36,10.8,1,2.94,0,37,E
51446,BUSA 4980,"Matherne, Brett",7,21,11,1,0,0,40,2.5,0,2.83,0,40,E
51447,EPSF 7120,"Carter, Patricia",14,7,2,0,1,0,24,4.2,0,3.50,0,24,E
51449,ISCI 2002,"McGimsey, Ben",22,3,1,0,2,0,28,7.1,0,3.54,0,28,E
51458,FI 8020,"Fendler, Richard",8,10,0,0,0,0,18,0.0,0,3.50,0,18,E
51459,CPS 3200,"Shebuski, Karen",51,42,6,2,0,0,101,2.0,0,3.41,1,102,E
51460,CPS 3300,"Petion, Giscard",20,52,14,1,1,0,88,7.5,5,3.01,0,93,E
51461,CPS 3400,"Gwira, Rebecca",48,42,8,0,1,0,99,1.0,0,3.37,0,99,E
51464,HADM 3800,"Kim, Soon-Ho",23,15,4,0,0,0,42,0.0,0,3.45,0,42,F
51467,ECON 3900,"Monteiro, Goncalo",36,8,1,0,5,0,50,13.5,2,3.56,0,52,E
51468,ECON 3910,"Ocampo, Hernan",47,8,1,2,0,0,58,4.9,1,3.81,2,61,E
51469,PMAP 4061,"Hacker, Joseph",4,15,2,1,7,0,29,27.6,0,2.24,0,29,E
51471,PMAP 4941,"Hacker, Joseph",0,0,0,0,0,0,0,0.0,0,,11,11,E
51472,SW 7700,"Wertheimer, Mindy",12,12,1,0,0,0,25,0.0,0,3.44,0,25,E
51475,PMAP 8912,"Liu, Yang",0,0,0,0,0,0,0,5.0,1,,19,20,E
51478,PMAP 9901,"Roch, Christine",0,0,0,0,0,0,0,0.0,0,,26,26,E
51488,PHYS 2212 K,"Yao, Yao",17,8,1,0,1,0,27,10.3,2,3.44,0,29,E
51489,EXC 4020,"Emerson, Judith",28,1,0,1,1,0,31,12.1,2,3.74,0,33,E
51491,NURS 7320,"Plitnick, Katherine",9,8,1,0,0,0,18,0.0,0,3.56,0,18,E
51492,EPY 7080,"Sosa, Tatiana",6,10,0,2,0,0,18,10.5,0,3.11,1,19,E
51494,MATH 3090,"Rozier, Kelvin",30,15,4,0,0,0,49,2.0,1,3.55,0,50,E
51520,EXC 4020,"Scott, Jessica",23,3,0,0,0,0,26,0.0,0,3.88,3,29,E
51521,EPRS 7900,"Kaufmann, Jodi",24,0,0,0,0,0,24,0.0,0,4.00,0,24,E
51523,PSYC 9950 B,"Mckee, Laura",0,0,0,0,0,0,0,0.0,0,,8,8,E
51526,SW 7501,"Dear, Renanda",27,0,0,0,0,0,27,0.0,0,4.11,0,27,E
51527,ECON 8999,"Marton, James",0,0,0,0,0,0,0,0.0,0,,8,8,E
51530,CHEM 1212 K,"Stroeva, Elina",12,10,18,0,4,0,44,18.4,5,2.57,0,49,E
51532,ECON 9000,"Heutel, Garth",0,0,0,0,0,0,0,0.0,0,,32,32,E
51551,EPRS 7900,"Li, Hongli",24,0,0,1,0,0,25,4.0,0,3.88,0,25,E
51553,PT 7726,"Garcia, Jodan",20,3,0,0,0,0,23,0.0,0,3.87,0,23,E
51564,CPS 7520,"Bolling, Michelle",13,0,0,0,0,0,13,0.0,0,4.00,0,13,E
51565,CPS 8490,"Mason, Erin",6,0,0,0,0,0,6,0.0,0,4.00,0,6,E
51566,CPS 8460,"Dew, Brian",26,1,0,0,0,0,27,0.0,0,3.96,0,27,E
51567,EDUC 2130,"Chilungu, Elizabeth",10,1,0,1,0,0,12,20.0,2,3.67,1,15,E
51568,EPY 2040,"Chilungu, Elizabeth",15,1,2,1,2,0,21,16.7,1,3.24,2,24,E
51569,EPY 2040,"Chilungu, Elizabeth",8,3,0,1,0,1,13,21.4,1,3.23,0,14,E
51570,DPP 3050,"Kolpy, Stephanie",9,1,0,0,0,0,10,9.1,1,3.90,0,11,E
51571,CRJU 3060,"Block, Michelle",6,5,7,1,3,0,22,27.6,4,2.45,3,29,E
51572,BCOM 3950,"Guthrie, Kenneth",19,13,2,0,1,0,35,2.9,0,3.34,0,35,E
51573,NUTR 3100,"Johnson, Jessica",86,22,5,1,2,1,117,6.6,4,3.66,1,122,E
51574,ECON 2106,"Frost, Shelby",11,10,5,0,0,0,26,3.5,1,3.27,2,29,E
51575,ECON 4810,"Rider, Mark",41,2,0,2,0,0,45,8.5,2,3.93,0,47,E
51584,BUSA 4990,"Widman, Tracy",0,0,0,0,0,0,0,0.0,0,,44,44,E
51586,BUSA 4990,"Widman, Tracy",0,0,0,0,0,0,0,0.0,0,,41,41,E
51588,BUSA 4990,"Widman, Tracy",0,0,0,0,0,0,0,0.0,0,,44,44,E
51589,BUSA 4990,"Widman, Tracy",0,0,0,0,0,0,0,5.4,2,,35,37,E
51593,MGS 4300,"Bunch, Kay",12,15,8,0,1,0,36,7.7,2,3.08,1,39,E
51594,MGS 4700,"Boland, Raymond",23,25,5,0,1,0,54,3.6,1,3.31,0,55,E
51597,ART 1020,"Benner, Nicole",8,7,1,0,0,0,16,10.5,2,3.38,1,19,E
