CRN,Course,Professor,A  (90-100),B  (80-89),C  (70-79),D  (60-69),F <60,WF,A- WF,DWF,W,CRS AVG,Other,Total,Instruction Method
10154,CHEM 1152 K,"Thota, Jyotsna",6,7,7,1,0,0,21,20.0,4,2.90,0,25,T
10155,CHEM 1152 K,"Fernando, Nilmi",3,4,1,0,0,0,8,33.3,4,3.25,0,12,T
10156,CHEM 1152 K,"Fernando, Nilmi",4,3,5,0,2,0,14,33.3,4,2.57,0,18,T
10157,CHEM 1152 K,"Fernando, Nilmi",5,10,3,0,3,0,21,21.7,2,2.67,0,23,T
10159,CHEM 1211 K,"Harden, Jeremiah",6,7,7,0,2,0,22,16.7,2,2.64,0,24,T
10160,CHEM 1212 K,"Jiang, Jie",3,6,3,0,2,0,14,14.3,0,2.57,0,14,T
10161,CHEM 1212 K,"Jiang, Jie",5,15,9,0,2,0,31,9.4,1,2.74,0,32,T
10162,CHEM 1212 K,"Jiang, Jie",3,14,2,0,1,0,20,5.0,0,3.00,0,20,T
10163,CHEM 1212 K,"Jiang, Jie",11,6,7,0,1,0,25,4.0,0,3.08,0,25,T
10164,CHEM 1212 K,"Jiang, Jie",16,20,8,0,2,0,46,4.4,0,3.02,0,46,T
10165,CHEM 1212 K,"Jiang, Jie",7,5,0,0,0,0,12,0.0,0,3.50,0,12,T
10166,CHEM 1212 K,"Stroeva, Elina",6,11,11,0,6,0,34,25.6,4,2.32,1,39,T
10167,CHEM 1212 K,"Stroeva, Elina",3,3,9,0,0,0,15,11.8,2,2.60,0,17,T
10168,CHEM 1212 K,"Stroeva, Elina",5,8,14,0,4,0,31,18.2,2,2.35,0,33,T
10169,CHEM 1212 K,"Stroeva, Elina",8,10,22,1,1,0,42,10.9,3,2.55,1,46,T
10170,CHEM 3110,"Cui, Jianmei",32,7,5,0,0,0,44,0.0,0,3.66,0,44,T
10171,CHEM 3411,"Connors, David",7,0,0,0,0,0,7,0.0,0,4.00,0,7,T
10174,CHEM 4210,"Grant, Kathryn",4,1,2,0,0,0,7,0.0,0,3.29,1,8,T
10175,CHEM 4940,"Mooring, Suazette",6,1,0,0,0,0,7,0.0,0,3.71,1,8,T
10178,CHEM 6210,"Grant, Kathryn",10,3,2,0,0,0,15,6.3,1,3.53,0,16,T
10180,CHEM 8800,"Mooring, Suazette",32,3,0,0,0,0,35,5.4,2,3.89,0,37,T
10197,CIS 2010,"Schmitz, Kurt",15,18,3,1,2,0,39,10.0,1,3.03,0,40,T
10198,CIS 3300,"Alashoor, Tawfiq",14,16,3,0,0,0,33,5.7,2,3.33,0,35,T
10200,CRJU 1100,"Hoffman, Chrystina",9,17,12,7,1,0,46,22.5,3,2.54,0,49,T
10201,CRJU 3100,"Hoffman, Chrystina",4,10,1,3,2,0,20,40.0,5,2.50,0,25,T
10206,CSC 3210,"Mussa, Awad",7,8,5,0,0,0,20,0.0,0,3.15,0,20,T
10207,CSC 4210,"Weeks, Michael",14,11,8,3,4,0,40,27.7,6,2.70,1,47,T
10208,CSC 4330,"Long, Yuan",9,21,11,0,1,0,42,2.4,0,2.90,0,42,T
10209,CSC 4350,"Sadasivuni, Sudha Tushara",16,18,4,1,0,0,39,5.0,1,3.31,0,40,T
10210,CSC 4710,"Aydin, Berkay",11,20,3,0,3,0,37,15.0,3,3.03,0,40,T
10213,CSC 6710,"Aydin, Berkay",3,2,1,0,0,0,6,0.0,0,3.33,2,8,T
10230,ENGL 1101,"Gunn, Jane",15,5,3,0,2,0,25,8.0,0,3.12,0,25,T
10231,ENGL 1101,"Lee, I-Hsien",19,3,1,1,1,0,25,8.0,0,3.52,0,25,T
10232,ENGL 1101,"Banez, Joan",16,3,1,1,2,0,23,20.0,2,3.26,0,25,T
10233,ENGL 1101,"Bramblett, Sarah",13,10,0,0,2,0,25,8.0,0,3.24,0,25,T
10234,ENGL 1101,"Castle, Jennifer",8,9,3,0,3,0,23,20.0,2,2.78,0,25,T
10235,ENGL 1101,"Ngugi, Wanjiku",8,12,2,0,2,0,24,12.0,1,3.00,0,25,T
10236,ENGL 1101,"Vickery, William",11,8,4,0,3,0,26,11.1,0,2.88,1,27,T
10237,ENGL 1102,"Pennington, Donna",14,6,1,0,3,0,24,12.0,0,3.21,1,25,T
10238,ENGL 1102,"Creson, Caitlin",12,5,2,1,2,0,22,16.0,1,3.05,2,25,T
10239,ENGL 1102,"Turner, Nicole",13,9,1,0,0,0,23,8.0,2,3.52,0,25,T
10240,ENGL 1102,"Marlatt, Lauren",14,6,0,0,2,0,22,12.5,1,3.27,1,24,T
10241,ENGL 1102,"Sansbury, Matthew",14,7,0,0,4,0,25,16.0,0,3.04,0,25,T
10242,ENGL 1102,"Rose, Jessica",11,7,0,0,1,0,19,28.0,6,3.37,0,25,T
10243,ENGL 1102,"Sayeed, Shabana",22,2,0,0,1,0,25,4.0,0,3.72,0,25,T
10244,ENGL 1102,"Jordan, James",10,9,2,0,0,0,21,16.0,4,3.33,0,25,T
10245,ENGL 1102,"Lightsey, Robert",19,4,1,0,1,0,25,4.0,0,3.48,0,25,T
10246,ENGL 1102,"Marlatt, Lauren",12,8,3,0,2,0,25,8.0,0,3.08,0,25,T
10247,ENGL 1102,"Wright, Drew",16,6,1,0,2,0,25,8.0,0,3.36,0,25,T
10248,ENGL 1102,"Voss, Paul",5,8,4,2,3,0,22,32.0,3,2.45,0,25,T
10249,ENGL 1102,"Brown, Murray",14,8,1,0,0,0,23,0.0,0,3.57,2,25,T
10250,ENGL 1102,"Kegley, Sarah",18,4,0,0,0,0,22,4.4,1,3.91,0,23,T
10251,ENGL 1102,"Dischinger, Matthew",16,9,1,0,0,0,26,0.0,0,3.42,0,26,T
10252,ENGL 1102,"Jordan, James",14,7,0,0,1,0,22,12.0,2,3.41,1,25,T
10253,ENGL 1102,"Sayeed, Shabana",20,4,0,0,0,0,24,7.7,2,3.71,0,26,T
10254,ENGL 1102,"Walsh, Kerry",20,2,0,0,1,0,23,12.0,2,3.74,0,25,T
10255,ENGL 1102,"Clark, Dionne",10,7,3,4,0,0,24,19.2,1,2.92,1,26,T
10256,ENGL 1102,"Martin, Joshua",19,5,0,1,1,0,26,7.7,0,3.54,0,26,T
10257,ENGL 1102,"Gammill, Donald",19,4,1,1,0,0,25,7.7,1,3.68,0,26,T
10258,ENGL 1102,"Jurjevic, Andrea",21,4,0,0,0,0,25,0.0,0,3.80,0,25,T
10259,ENGL 1102,"Wright, Allison",17,8,0,0,0,0,25,0.0,0,3.56,0,25,T
10260,ENGL 1102,"Schock, Carlye",6,8,4,4,2,0,24,24.0,0,2.42,1,25,T
10261,ENGL 1102,"Byrom, Brittny",18,5,1,1,0,0,25,4.0,0,3.64,0,25,T
10262,ENGL 1102,"Carter, Sarah",11,8,3,0,4,0,26,15.4,0,2.81,0,26,T
10263,ENGL 1102,"Kegley, Sarah",14,5,0,0,2,0,21,13.6,1,3.43,0,22,T
10264,ENGL 1102,"McAlister, Bailey",12,9,1,0,2,0,24,12.0,1,3.21,0,25,T
10265,ENGL 1102,"Holmes, Daniel",11,10,4,0,1,0,26,3.9,0,3.04,0,26,T
10266,ENGL 1102,"Keel, Sara",19,3,2,0,1,0,25,4.0,0,3.64,0,25,T
10267,ENGL 1102,"Ruccio, Kristen",21,2,0,0,1,0,24,8.0,1,3.71,0,25,T
10268,ENGL 1102,"Gammill, Donald",18,7,0,0,0,0,25,0.0,0,3.68,0,25,T
10269,ENGL 1102,"Burns, Robert",14,9,1,1,0,0,25,4.0,0,3.44,0,25,T
10270,ENGL 1102,"Voss, Paul",6,8,8,1,1,0,24,12.0,1,2.67,0,25,T
10271,ENGL 1102,"Holmes, Daniel",8,17,0,0,0,0,25,0.0,0,3.32,0,25,T
10272,ENGL 1102,"Wagner, Nathan",21,4,0,1,0,0,26,3.9,0,3.65,0,26,T
10273,ENGL 1102,"Harrell, Randall",16,4,1,0,3,0,24,12.0,0,3.29,1,25,T
10274,ENGL 1102,"Ruccio, Kristen",22,3,0,0,0,0,25,0.0,0,3.84,0,25,T
10275,ENGL 1102,"Burns, Robert",13,10,0,1,0,0,24,8.0,1,3.42,0,25,T
10276,ENGL 1102,"Marshall, Daniel",23,3,0,0,0,0,26,0.0,0,3.88,0,26,T
10277,ENGL 1102,"Taylor, Kenya",5,16,2,0,1,0,24,8.0,1,2.96,0,25,T
10278,ENGL 1102,"Burns, Robert",16,8,0,0,0,0,24,0.0,0,3.71,0,24,T
10279,ENGL 1102,"McAlister, Bailey",9,6,5,0,3,0,23,20.0,2,2.74,0,25,T
10280,ENGL 1102,"Chitwood, Chazz",15,5,4,0,1,0,25,4.0,0,3.40,0,25,T
10281,ENGL 2110,"Thomas, H.",26,1,0,0,0,0,27,3.3,1,4.04,2,30,T
10282,ENGL 2110,"Schmidt, Paul",15,9,3,0,0,0,27,3.6,1,3.41,0,28,T
10285,ENGL 2120,"Brown, Murray",9,20,0,0,0,0,29,0.0,0,3.28,1,30,T
10286,ENGL 2130,"Smolinski, Reiner",13,6,6,0,2,0,27,10.0,1,3.07,2,30,T
10287,ENGL 2130,"Noble, Mark",19,10,0,0,0,0,29,3.3,1,3.62,0,30,T
10288,ENGL 2130,"West, Elizabeth",12,11,3,0,2,0,28,6.9,0,3.18,1,29,T
10289,ENGL 3130,"Latimer, Shana",18,6,3,0,0,0,27,3.6,1,3.44,0,28,T
10292,ENGL 8999,"Kocela, Christopher",0,0,0,0,0,0,0,0.0,0,,97,97,T
10293,ENGL 9030,"Kocela, Christopher",0,0,0,0,0,0,0,1.9,2,,102,104,T
10294,FI 3300,"Lee, Joo Hun",8,21,12,0,1,0,42,6.7,2,2.74,1,45,T
10295,FI 3300,"Lee, Joo Hun",12,15,12,2,2,0,43,9.1,0,2.72,1,44,T
10296,FI 3300,"Ma, Han",10,22,10,2,0,0,44,6.7,1,2.82,0,45,T
10297,FI 3300,"Fendler, Richard",27,53,45,2,3,0,130,12.0,12,2.76,0,142,F
10298,FI 3300,"Zhang, Liang",12,18,8,2,0,0,40,13.3,4,2.98,1,45,T
10299,FI 3300,"Ruff, Craig",9,17,13,4,0,0,43,13.3,2,2.79,0,45,T
10300,FI 3300,"Tyagi, Ashutosh",11,12,12,5,1,0,41,20.5,3,2.71,0,44,T
10301,FI 4000,"Brown, Genna",4,20,1,7,1,1,34,27.8,1,2.32,1,36,T
10302,FI 4000,"Yates, Michael",12,7,5,0,0,0,24,4.0,1,3.29,0,25,T
10304,FI 4240,"Ruff, Craig",10,18,6,2,1,0,37,10.5,1,2.97,0,38,T
10310,FREN 1001,"Vuong, Victoria",12,6,5,0,2,0,25,23.3,5,3.08,0,30,T
10311,FREN 1001,"Diaby, Makani",9,10,2,0,3,0,24,24.1,4,2.96,1,29,T
10312,FREN 1002,"Guerreiro-Aires, Mathias",13,9,2,1,1,0,26,14.3,2,3.19,0,28,T
10313,FREN 1002,"Sarac, Ioana",9,4,1,0,0,0,14,12.5,2,3.64,0,16,T
10314,FREN 2002,"Carver, Julie",7,4,2,0,3,0,16,23.5,1,2.69,0,17,T
10315,FREN 3033,"Sarac, Ioana",10,9,0,0,2,0,21,9.5,0,3.19,0,21,T
10317,FREN 8895,"Lecalvez, Eric",0,0,0,0,0,0,0,0.0,0,,11,11,T
10318,GEOG 1101,"Dahl, Traci",10,12,5,1,3,0,31,17.1,2,2.77,2,35,T
10320,GEOG 1101,"Adams, Ellis",8,20,11,5,12,0,56,32.8,2,2.18,0,58,T
10329,GEOL 1122 K,"Elliott, W.",8,12,4,2,1,0,27,14.3,1,2.81,0,28,T
10330,GEOL 1122 K,"Elliott, W.",5,15,7,0,0,0,27,0.0,0,2.89,0,27,T
10331,GEOL 1122 K,"Elliott, W.",7,15,4,1,1,0,28,7.1,0,2.93,0,28,T
10332,GEOL 1122 K,"Ledford, Sarah",12,9,5,0,1,0,27,7.1,1,3.19,0,28,T
10334,GRMN 1002,"Thomas, Iris",3,3,0,0,1,0,7,14.3,0,3.14,0,7,T
10336,HA 8190,"Cameron, Marie",34,10,0,0,0,0,44,0.0,0,3.66,0,44,H
10337,HA 8250,"Montanera, Daniel",22,19,2,0,0,0,43,0.0,0,3.47,1,44,H
10339,HA 8810,"Cameron, Marie",0,0,0,0,0,0,0,0.0,0,,7,7,F
10341,HADM 3010,"Kim, Soon-Ho",28,25,3,1,0,0,57,1.8,0,3.37,0,57,T
10342,HADM 3010,"Kim, Soon-Ho",40,13,7,0,0,0,60,0.0,0,3.57,0,60,F
10343,HADM 3401,"Townsend, Kyle",19,4,1,0,0,0,24,0.0,0,3.83,1,25,T
10344,HADM 3600,"Boo, Soyoung",26,22,9,0,1,0,58,1.7,0,3.28,1,59,T
10345,HADM 3750,"Cannon, Debra",5,8,8,1,1,0,23,8.7,0,2.57,0,23,T
10346,HADM 4100,"Hight, Stephen",10,18,1,0,0,0,29,0.0,0,3.28,0,29,T
10348,HADM 4800,"Cannon, Debra",22,6,1,0,0,0,29,0.0,0,3.69,0,29,T
10349,HADM 4900,"Cannon, Debra",0,0,0,0,0,0,0,3.7,1,,26,27,T
10350,HIST 1111,"Ernst, Rachel",43,30,8,6,7,0,94,18.0,5,3.00,1,100,E
10351,HIST 1111,"Jury, Joanna",9,19,5,2,8,0,43,23.9,1,2.42,2,46,T
10352,HIST 1111,"Jury, Joanna",12,20,10,0,3,0,45,8.5,1,2.84,1,47,T
10353,HIST 1111,"Ernst, Rachel",18,15,5,1,5,0,44,17.4,2,2.89,0,46,T
10354,HIST 1111,"Jury, Joanna",17,40,11,4,17,0,89,29.0,8,2.37,3,100,E
10355,HIST 1112,"Flaschka, Monika",16,14,7,0,7,0,44,15.6,0,2.75,1,45,T
10356,HIST 1112,"Flaschka, Monika",13,4,5,5,4,0,31,35.3,3,2.55,0,34,T
10357,HIST 1112,"Castro, Mauricio",23,9,9,2,3,0,46,10.9,0,3.04,0,46,T
10358,HIST 1112,"Poley, Jared",17,35,14,8,12,0,86,30.6,10,2.38,2,98,E
10360,HIST 2110,"Grubbs, Larry",33,13,0,0,0,0,46,0.0,0,3.76,1,47,T
10361,HIST 2110,"Fagnan, Louis",8,23,5,3,3,0,42,15.9,1,2.74,1,44,T
10363,HIST 2110,"Leighton, Leslie",8,17,14,1,4,0,44,17.0,3,2.52,0,47,T
10364,HIST 2110,"Johnson, Timothy",19,18,5,1,0,0,43,6.5,2,3.28,1,46,T
10365,HIST 2110,"Marshall, Amani",21,17,6,1,0,0,45,4.4,1,3.24,0,46,T
10366,HIST 2110,"Clegg, Mindy",30,9,2,0,4,0,45,10.9,1,3.44,0,46,T
10367,HIST 2110,"Marshall, Amani",7,14,12,3,5,0,41,28.3,5,2.32,0,46,T
10368,HIST 2110,"Marshall, Amani",5,19,13,4,3,0,44,19.6,2,2.39,0,46,T
10369,HIST 2110,"Prechter, Ryan",45,0,0,0,0,0,45,0.0,0,4.24,0,45,T
10370,HIST 2110,"Johnson, Timothy",16,23,4,3,0,0,46,6.5,0,3.15,0,46,T
10371,HIST 2110,"Clegg, Mindy",35,6,1,0,4,0,46,8.7,0,3.54,0,46,T
10376,HIST 9999,"Cummings, Alexander",0,0,0,0,0,0,0,0.0,0,,22,22,T
10377,IB 3090,"Vivas, Reyes",15,26,1,0,1,0,43,4.6,1,3.23,0,44,T
10381,ID 4930,"White, Michael",6,0,0,0,0,0,6,14.3,1,4.00,0,7,T
10386,JOUR 1000,"May, Frank",33,5,0,0,3,0,41,17.0,5,3.73,1,47,T
10387,JOUR 1010,"Barthlow, Douglas",4,4,5,1,0,0,14,18.8,2,2.71,0,16,T
10389,JOUR 3060,"McDowell, Yvonne",8,21,12,0,0,0,41,2.4,1,2.88,0,42,T
10393,JOUR 4800,"Meyers, Marian",10,14,4,1,1,0,30,6.7,0,3.10,0,30,T
10396,JOUR 4980,"Barthlow, Douglas",28,6,2,0,0,0,36,0.0,0,3.64,1,37,T
10400,MATH 1070,"Meadows, Leslie",28,31,24,7,12,1,103,24.6,8,2.56,3,114,T
10401,MATH 1070,"Harden, Donald",26,21,12,8,20,0,87,43.5,19,2.31,2,108,T
10402,MATH 1070,"Yao, Senmei",51,20,15,1,16,0,103,17.9,3,2.88,6,112,T
10403,MATH 1070,"Pidgeon, Brian",20,26,25,9,14,0,94,31.6,13,2.33,7,114,T
10404,MATH 1070,"Pidgeon, Brian",43,33,13,7,9,1,106,20.2,6,2.83,2,114,T
10405,MATH 1070,"Liu, Hui",64,25,11,3,5,0,108,9.6,3,3.35,4,115,T
10406,MATH 1070,"Liu, Hui",52,18,22,1,13,0,106,15.8,4,2.97,4,114,T
10407,MATH 1070,"Vernhes, Hannah",33,18,23,9,11,0,94,29.4,12,2.62,3,109,T
10408,MATH 1101,"Walters, Christy",20,10,8,3,0,0,41,17.0,5,3.12,1,47,T
10409,MATH 1101,"Zeineddine, Abeer",14,14,13,2,0,0,43,12.8,4,3.00,0,47,T
10410,MATH 1101,"Akimova, Irina",27,5,7,2,3,0,44,17.0,3,3.25,0,47,T
10411,MATH 1101,"Alexander, Margo",26,9,7,2,2,0,46,10.6,1,3.26,0,47,T
10412,MATH 1101,"Alexander, Margo",20,12,13,0,0,0,45,4.3,2,3.18,0,47,T
10413,MATH 1101,"Zeineddine, Abeer",10,16,15,3,1,0,45,12.8,2,2.71,0,47,T
10414,MATH 1101,"Yao, Senmei",29,10,3,0,4,0,46,8.5,0,3.35,1,47,T
10415,MATH 1101,"Showell, Jessica",18,13,6,3,5,0,45,22.9,3,2.87,0,48,T
10416,MATH 1101,"Hu, Xinjie",15,13,10,3,4,0,45,19.2,2,2.76,0,47,T
10418,MATH 1111,"Akimova, Irina",14,10,7,3,4,0,38,22.5,2,2.84,0,40,T
10419,MATH 1111,"Alemdjrodo, Kangni",9,7,8,4,8,0,36,40.0,4,2.22,0,40,T
10420,MATH 1111,"Tokar, Nizamettin",11,9,5,3,9,0,37,32.5,1,2.30,2,40,T
10421,MATH 1111,"Tokar, Nizamettin",25,8,2,1,2,0,38,12.5,2,3.42,0,40,T
10422,MATH 1111,"Yeo, Jinsung",13,16,6,0,3,0,38,12.5,2,3.03,0,40,T
10423,MATH 1111,"Akimova, Irina",11,7,4,2,11,0,35,40.5,2,2.23,0,37,T
10424,MATH 1111,"Arav, Marina",20,6,5,4,12,0,47,48.3,13,2.43,0,60,E
10425,MATH 1220,"Hall, Frank",15,9,8,4,7,0,43,30.4,3,2.60,0,46,T
10426,MATH 2212,"Fanoe, Andrew",12,2,0,1,0,0,15,6.7,0,3.93,0,15,T
10427,MATH 2215,"Fanoe, Andrew",25,8,3,3,3,0,42,14.3,0,3.29,0,42,T
10428,MATH 3000,"Miller, Valerie",4,1,1,4,2,0,12,57.1,2,2.08,0,14,T
10429,MATH 3050,"Chikwanda, Patreck",18,11,12,0,2,0,43,4.7,0,3.12,0,43,T
10435,MK 3010,"Verhage, Bronislaw",16,9,2,0,0,0,27,0.0,0,3.52,0,27,H
10436,MK 3010,"Lohtia, Ritu",11,17,3,1,2,0,34,13.9,2,3.09,0,36,H
10437,MK 3010,"Verhage, Bronislaw",15,12,5,1,0,0,33,11.1,3,3.18,0,36,H
10438,MK 4100,"Cohen, Gregory",8,23,8,0,1,0,40,2.5,0,2.95,0,40,T
10439,MK 4100,"Cohen, Gregory",11,24,5,0,0,0,40,0.0,0,3.15,0,40,T
10440,MK 4200,"Lahiri, Avishek",9,22,3,0,0,0,34,0.0,0,3.09,0,34,T
10441,MK 4200,"Anand, Ankit",13,18,1,0,1,0,33,5.9,1,3.27,0,34,T
10442,MK 4300,"Cobb-Walgren, Cathy",11,13,8,0,1,0,33,12.5,4,2.91,3,40,T
10443,MK 4300,"Thornton, Corliss",5,10,15,1,1,0,32,6.3,0,2.47,0,32,T
10444,MK 4310,"Cobb-Walgren, Cathy",11,11,4,0,0,0,26,0.0,0,3.23,0,26,T
10445,MK 4330,"Curasi, Carolyn",10,17,5,1,0,0,33,8.6,2,3.09,0,35,T
10447,MK 4900,"Mayberry, Robert",24,12,4,0,0,0,40,0.0,0,3.48,0,40,T
10452,MTM 3300,"Minter, Kendall",10,9,3,0,0,0,22,0.0,0,3.41,0,22,T
